,year,league,team,squad_depth,avg_age,foreigners,avg_market_value,market_value,titles
346,2017,Premier-League,Everton FC,48,25.4,31,€7.94m,€381.25m,[]
347,2017,Premier-League,Leicester City,34,27.0,22,€8.95m,€304.25m,[]
348,2017,Premier-League,Southampton FC,29,26.4,16,€10.24m,€297.00m,[]
349,2017,Premier-League,West Ham United,41,25.7,25,€6.36m,€260.60m,[]
350,2017,Premier-League,Crystal Palace,41,26.3,23,€5.38m,€220.73m,[]
351,2017,Premier-League,Newcastle United,37,25.9,27,€5.63m,€208.28m,['English 2nd tier champion 16/17']
352,2017,Premier-League,Watford FC,37,27.4,28,€5.30m,€196.00m,[]
353,2017,Premier-League,Stoke City,35,26.8,27,€5.50m,€192.45m,[]
354,2017,Premier-League,Burnley FC,30,28.3,16,€5.64m,€169.30m,[]
355,2017,Premier-League,West Bromwich Albion,33,27.0,17,€5.03m,€165.95m,[]
356,2017,Premier-League,Swansea City,36,26.8,25,€4.60m,€165.49m,[]
357,2017,Premier-League,Brighton & Hove Albion,39,27.3,27,€3.80m,€148.20m,[]
358,2017,Premier-League,AFC Bournemouth,35,26.4,14,€4.13m,€144.50m,[]
359,2017,Premier-League,Huddersfield Town,35,26.1,19,€3.03m,€106.05m,[]
360,2018,Premier-League,Manchester City,47,24.6,36,€25.61m,€1.20bn,['English Champion 17/18']
361,2018,Premier-League,Liverpool FC,39,25.2,25,€30.06m,€1.17bn,[]
362,2018,Premier-League,Chelsea FC,54,26.2,40,€21.60m,€1.17bn,['FA Cup Winner 17/18']
363,2018,Premier-League,Tottenham Hotspur,34,26.0,20,€26.43m,€898.60m,[]
364,2018,Premier-League,Manchester United,36,25.9,23,€22.16m,€797.60m,[]
365,2018,Premier-League,Arsenal FC,42,25.4,28,€15.69m,€659.05m,[]
366,2018,Premier-League,Everton FC,40,26.6,29,€13.23m,€529.10m,[]
367,2018,Premier-League,Leicester City,37,26.9,27,€11.73m,€434.10m,[]
368,2018,Premier-League,West Ham United,37,27.1,24,€9.70m,€359.00m,[]
369,2018,Premier-League,AFC Bournemouth,37,26.2,17,€8.38m,€310.00m,[]
370,2018,Premier-League,Southampton FC,40,25.5,19,€7.64m,€305.40m,[]
371,2018,Premier-League,Wolverhampton Wanderers,40,24.5,26,€7.57m,€302.90m,['English 2nd tier champion 17/18']
372,2018,Premier-League,Crystal Palace,36,26.9,21,€8.03m,€289.00m,[]
373,2018,Premier-League,Fulham FC,33,26.2,26,€7.70m,€254.25m,[]
374,2018,Premier-League,Newcastle United,37,26.6,25,€6.61m,€244.65m,[]
375,2018,Premier-League,Watford FC,39,26.7,32,€6.13m,€239.10m,[]
376,2018,Premier-League,Burnley FC,33,28.6,14,€5.98m,€197.25m,[]
377,2018,Premier-League,Brighton & Hove Albion,41,26.3,29,€4.74m,€194.35m,[]
378,2018,Premier-League,Huddersfield Town,33,25.8,21,€4.17m,€137.45m,[]
379,2018,Premier-League,Cardiff City,35,27.8,21,€3.23m,€113.00m,[]
380,2019,Premier-League,Manchester City,35,25.4,25,€29.96m,€1.05bn,"['English Champion 18/19', 'FA Cup Winner 18/19']"
381,2019,Premier-League,Liverpool FC,56,23.8,32,€17.90m,€1.00bn,['Champions League Winner 18/19']
382,2019,Premier-League,Tottenham Hotspur,36,25.3,22,€22.41m,€806.80m,[]
383,2019,Premier-League,Chelsea FC,36,24.7,23,€19.61m,€705.85m,['Europa League Winner 18/19']
384,2019,Premier-League,Manchester United,43,24.4,26,€15.59m,€670.45m,[]
385,2019,Premier-League,Arsenal FC,38,24.8,24,€15.99m,€607.65m,[]
386,2019,Premier-League,Everton FC,35,26.5,22,€12.02m,€420.55m,[]
387,2019,Premier-League,Leicester City,32,26.4,19,€12.85m,€411.10m,[]
388,2019,Premier-League,Wolverhampton Wanderers,44,23.6,30,€7.28m,€320.33m,[]
389,2019,Premier-League,West Ham United,38,27.0,25,€7.99m,€303.60m,[]
390,2019,Premier-League,AFC Bournemouth,39,25.4,17,€6.98m,€272.18m,[]
391,2019,Premier-League,Newcastle United,41,26.6,25,€6.16m,€252.48m,[]
392,2019,Premier-League,Aston Villa,38,26.2,22,€6.10m,€231.70m,[]
393,2019,Premier-League,Southampton FC,36,25.0,20,€5.85m,€210.75m,[]
394,2019,Premier-League,Brighton & Hove Albion,45,25.3,29,€4.46m,€200.78m,[]
395,2019,Premier-League,Watford FC,43,26.2,27,€4.64m,€199.60m,[]
396,2019,Premier-League,Crystal Palace,33,27.4,18,€5.74m,€189.33m,[]
397,2019,Premier-League,Burnley FC,35,26.8,12,€4.68m,€163.88m,[]
398,2019,Premier-League,Norwich City,38,26.0,25,€3.82m,€145.33m,['English 2nd tier champion 18/19']
399,2019,Premier-League,Sheffield United,34,27.9,16,€4.08m,€138.60m,[]
400,2020,Premier-League,Manchester City,36,25.3,23,€29.01m,€1.04bn,[]
401,2020,Premier-League,Liverpool FC,43,24.9,28,€22.55m,€969.65m,['English Champion 19/20']
402,2020,Premier-League,Chelsea FC,39,25.7,23,€22.80m,€889.20m,[]
403,2020,Premier-League,Manchester United,39,25.4,25,€19.74m,€770.05m,[]
404,2020,Premier-League,Tottenham Hotspur,41,25.2,23,€17.16m,€703.50m,[]
405,2020,Premier-League,Arsenal FC,42,24.9,27,€14.74m,€619.25m,['FA Cup Winner 19/20']
406,2020,Premier-League,Everton FC,44,25.2,27,€11.62m,€511.20m,[]
407,2020,Premier-League,Leicester City,40,25.8,26,€12.77m,€510.60m,[]
408,2020,Premier-League,Wolverhampton Wanderers,38,24.4,32,€11.85m,€450.30m,[]
409,2020,Premier-League,Aston Villa,53,23.9,24,€8.13m,€430.70m,[]
410,2020,Premier-League,West Ham United,39,27.0,23,€8.59m,€334.90m,[]
411,2020,Premier-League,Brighton & Hove Albion,46,24.9,30,€6.31m,€290.40m,[]
412,2020,Premier-League,Southampton FC,39,25.0,22,€7.25m,€282.80m,[]
413,2020,Premier-League,Newcastle United,33,27.4,19,€7.74m,€255.35m,[]
414,2020,Premier-League,Fulham FC,38,27.0,30,€6.31m,€239.75m,[]
415,2020,Premier-League,Leeds United,39,25.1,24,€6.11m,€238.10m,['English 2nd tier champion 19/20']
416,2020,Premier-League,Crystal Palace,36,28.2,18,€5.38m,€193.85m,[]
417,2020,Premier-League,Sheffield United,40,25.4,16,€3.75m,€149.85m,[]
418,2020,Premier-League,West Bromwich Albion,43,26.6,18,€3.28m,€141.15m,[]
419,2020,Premier-League,Burnley FC,32,27.1,11,€4.13m,€132.30m,[]
420,2021,Premier-League,Manchester City,39,24.7,23,€25.74m,€1.00bn,['English Champion 20/21']
421,2021,Premier-League,Liverpool FC,49,24.5,29,€18.75m,€918.90m,[]
422,2021,Premier-League,Chelsea FC,44,25.6,25,€20.78m,€914.50m,['Champions League Winner 20/21']
423,2021,Premier-League,Manchester United,43,26.0,28,€17.89m,€769.15m,[]
424,2021,Premier-League,Tottenham Hotspur,45,24.0,26,€15.32m,€689.35m,[]
425,2021,Premier-League,Arsenal FC,41,24.0,24,€14.95m,€613.05m,[]
426,2021,Premier-League,Leicester City,40,25.7,25,€13.16m,€526.55m,['FA Cup Winner 20/21']
427,2021,Premier-League,Aston Villa,44,24.8,21,€11.09m,€487.75m,[]
428,2021,Premier-League,Everton FC,42,26.0,24,€11.41m,€479.05m,[]
429,2021,Premier-League,Wolverhampton Wanderers,38,24.8,30,€9.92m,€376.95m,[]
430,2021,Premier-League,West Ham United,37,26.3,20,€9.59m,€354.90m,[]
431,2021,Premier-League,Brighton & Hove Albion,43,24.6,31,€7.40m,€318.00m,[]
432,2021,Premier-League,Newcastle United,34,27.9,19,€9.23m,€313.90m,[]
433,2021,Premier-League,Leeds United,35,24.0,20,€8.56m,€299.45m,[]
434,2021,Premier-League,Southampton FC,33,25.6,19,€8.31m,€274.30m,[]
435,2021,Premier-League,Brentford FC,38,24.7,27,€7.19m,€273.30m,[]
436,2021,Premier-League,Crystal Palace,33,26.5,16,€8.21m,€271.05m,[]
437,2021,Premier-League,Norwich City,45,24.7,29,€3.63m,€163.20m,['English 2nd tier champion 20/21']
438,2021,Premier-League,Watford FC,47,26.4,35,€3.32m,€156.20m,[]
439,2021,Premier-League,Burnley FC,35,27.9,16,€3.94m,€137.85m,[]
440,2022,Premier-League,Manchester City,34,26.0,21,€33.70m,€1.15bn,['English Champion 21/22']
441,2022,Premier-League,Arsenal FC,42,24.0,25,€23.83m,€1.00bn,[]
442,2022,Premier-League,Chelsea FC,43,25.2,27,€23.14m,€994.95m,[]
443,2022,Premier-League,Manchester United,48,25.4,29,€17.67m,€848.00m,[]
444,2022,Premier-League,Liverpool FC,39,25.6,24,€20.82m,€811.85m,['FA Cup Winner 21/22']
445,2022,Premier-League,Tottenham Hotspur,34,25.9,21,€19.09m,€649.10m,[]
446,2022,Premier-League,Newcastle United,38,28.3,22,€14.25m,€541.60m,[]
447,2022,Premier-League,Brighton & Hove Albion,42,24.1,28,€12.61m,€529.80m,[]
448,2022,Premier-League,Aston Villa,43,25.4,23,€11.85m,€509.55m,[]
449,2022,Premier-League,Wolverhampton Wanderers,43,25.8,34,€11.57m,€497.65m,[]
450,2022,Premier-League,Leicester City,38,26.4,23,€12.92m,€490.80m,[]
451,2022,Premier-League,West Ham United,44,25.4,24,€10.59m,€465.75m,[]
452,2022,Premier-League,Southampton FC,46,24.8,25,€9.13m,€419.95m,[]
453,2022,Premier-League,Everton FC,40,26.9,21,€10.33m,€413.15m,[]
454,2022,Premier-League,Nottingham Forest,50,26.6,29,€7.53m,€376.25m,[]
455,2022,Premier-League,Brentford FC,36,25.3,26,€10.31m,€371.20m,[]
456,2022,Premier-League,Leeds United,47,24.0,31,€7.34m,€345.15m,[]
457,2022,Premier-League,Crystal Palace,39,25.4,19,€8.28m,€323.05m,[]
458,2022,Premier-League,Fulham FC,47,25.9,34,€6.28m,€295.25m,['English 2nd tier champion 21/22']
459,2022,Premier-League,AFC Bournemouth,47,25.0,23,€6.11m,€287.20m,[]
460,2023,Premier-League,Manchester City,36,25.7,21,€40.63m,€1.46bn,"['English Champion 22/23', 'FA Cup Winner 22/23', 'Champions League Winner 22/23']"
461,2023,Premier-League,Arsenal FC,40,24.6,23,€30.08m,€1.20bn,[]
462,2023,Premier-League,Chelsea FC,56,22.2,26,€18.12m,€1.01bn,[]
463,2023,Premier-League,Liverpool FC,45,24.2,30,€21.24m,€955.85m,[]
464,2023,Premier-League,Tottenham Hotspur,41,25.6,27,€20.45m,€838.50m,[]
465,2023,Premier-League,Manchester United,46,24.9,27,€17.58m,€808.75m,[]
466,2023,Premier-League,Aston Villa,45,25.0,23,€15.78m,€709.90m,[]
467,2023,Premier-League,Newcastle United,45,26.3,21,€14.50m,€652.65m,[]
468,2023,Premier-League,Brighton & Hove Albion,49,24.2,32,€10.70m,€524.40m,[]
469,2023,Premier-League,Nottingham Forest,46,26.6,35,€10.90m,€501.35m,[]
470,2023,Premier-League,West Ham United,36,26.6,19,€13.54m,€487.50m,['Conference League winner 22/23']
471,2023,Premier-League,Crystal Palace,40,25.1,17,€11.17m,€446.78m,[]
472,2023,Premier-League,Wolverhampton Wanderers,47,23.9,32,€9.43m,€443.23m,[]
473,2023,Premier-League,Brentford FC,42,25.0,29,€10.21m,€429.03m,[]
474,2023,Premier-League,AFC Bournemouth,42,25.7,26,€9.57m,€401.90m,[]
475,2023,Premier-League,Everton FC,34,26.8,16,€11.52m,€391.75m,[]
476,2023,Premier-League,Fulham FC,35,26.9,31,€10.98m,€384.35m,[]
477,2023,Premier-League,Burnley FC,39,25.3,30,€7.01m,€273.48m,['English 2nd tier champion 22/23']
478,2023,Premier-League,Sheffield United,45,24.7,26,€3.39m,€152.45m,[]
479,2023,Premier-League,Luton Town,46,25.7,22,€3.06m,€140.90m,[]
480,2024,Premier-League,Manchester City,25,27.5,16,€50.53m,€1.26bn,['English Champion 23/24']
481,2024,Premier-League,Arsenal FC,24,26.5,18,€48.65m,€1.17bn,[]
482,2024,Premier-League,Chelsea FC,30,24.0,20,€32.11m,€963.20m,[]
483,2024,Premier-League,Liverpool FC,24,26.5,18,€38.79m,€931.00m,[]
484,2024,Premier-League,Manchester United,28,26.3,19,€30.51m,€854.15m,['FA Cup Winner 23/24']
485,2024,Premier-League,Tottenham Hotspur,27,25.4,18,€29.20m,€788.30m,[]
486,2024,Premier-League,Newcastle United,31,27.9,14,€21.21m,€657.65m,[]
487,2024,Premier-League,Aston Villa,25,26.9,17,€24.62m,€615.45m,[]
488,2024,Premier-League,Brighton & Hove Albion,29,25.5,21,€19.81m,€574.60m,[]
489,2024,Premier-League,West Ham United,24,28.8,17,€20.06m,€481.50m,[]
490,2024,Premier-League,Crystal Palace,24,27.3,12,€18.25m,€438.00m,[]
491,2024,Premier-League,Nottingham Forest,26,26.4,20,€16.45m,€427.70m,[]
492,2024,Premier-League,Brentford FC,29,24.7,21,€13.90m,€403.03m,[]
493,2024,Premier-League,Wolverhampton Wanderers,29,26.3,24,€13.09m,€379.70m,[]
494,2024,Premier-League,AFC Bournemouth,24,25.6,17,€14.79m,€354.85m,[]
495,2024,Premier-League,Everton FC,24,27.8,14,€14.71m,€353.10m,[]
496,2024,Premier-League,Fulham FC,23,28.0,19,€15.04m,€346.00m,[]
497,2024,Premier-League,Southampton FC,32,26.1,16,€8.85m,€283.20m,[]
498,2024,Premier-League,Leicester City,28,26.6,19,€9.84m,€275.60m,['English 2nd tier champion 23/24']
499,2024,Premier-League,Ipswich Town,27,26.6,14,€7.24m,€195.40m,[]
