,year,league,team,squad_depth,avg_age,foreigners,avg_market_value,market_value,titles
304,2016,Bundesliga,FC Ingolstadt 04,32,25.3,15,€1.21m,€38.63m,[]
305,2016,Bundesliga,SV Darmstadt 98,39,27.2,17,€666k,€25.98m,[]
306,2017,Bundesliga,Bayern Munich,38,25.2,19,€21.36m,€811.85m,['German Champion 16/17']
307,2017,Bundesliga,Borussia Dortmund,35,25.5,20,€16.41m,€574.20m,['German Cup winner  16/17']
308,2017,Bundesliga,RB Leipzig,28,24.5,19,€13.33m,€373.30m,[]
309,2017,Bundesliga,Bayer 04 Leverkusen,27,25.7,14,€13.24m,€357.35m,[]
310,2017,Bundesliga,FC Schalke 04,29,26.1,18,€9.46m,€274.35m,[]
311,2017,Bundesliga,TSG 1899 Hoffenheim,36,24.6,14,€5.91m,€212.75m,[]
312,2017,Bundesliga,Borussia Mönchengladbach,35,25.1,19,€5.52m,€193.25m,[]
313,2017,Bundesliga,VfL Wolfsburg,33,24.8,20,€4.35m,€143.60m,[]
314,2017,Bundesliga,VfB Stuttgart,34,25.2,18,€3.96m,€134.70m,['German 2. Bundesliga Champion 16/17']
315,2017,Bundesliga,Hertha BSC,32,25.4,16,€4.11m,€131.45m,[]
316,2017,Bundesliga,Eintracht Frankfurt,36,25.5,24,€3.50m,€126.15m,[]
317,2017,Bundesliga,SV Werder Bremen,33,26.0,19,€3.25m,€107.15m,[]
318,2017,Bundesliga,SC Freiburg,36,26.0,14,€2.79m,€100.60m,[]
319,2017,Bundesliga,FC Augsburg,33,26.2,17,€3.04m,€100.45m,[]
320,2017,Bundesliga,1.FSV Mainz 05,33,25.9,19,€2.98m,€98.35m,[]
321,2017,Bundesliga,Hannover 96,30,26.4,12,€3.10m,€92.95m,[]
322,2017,Bundesliga,1.FC Köln,38,24.9,19,€2.41m,€91.73m,[]
323,2017,Bundesliga,Hamburger SV,34,25.0,17,€1.84m,€62.40m,[]
324,2018,Bundesliga,Bayern Munich,32,26.2,15,€24.53m,€784.88m,['German Champion 17/18']
325,2018,Bundesliga,Borussia Dortmund,34,24.9,21,€18.92m,€643.25m,[]
326,2018,Bundesliga,RB Leipzig,34,23.0,22,€14.09m,€479.00m,[]
327,2018,Bundesliga,Bayer 04 Leverkusen,31,25.1,16,€13.85m,€429.40m,[]
328,2018,Bundesliga,TSG 1899 Hoffenheim,38,24.9,23,€8.85m,€336.25m,[]
329,2018,Bundesliga,Eintracht Frankfurt,47,25.4,29,€6.67m,€313.40m,['German Cup winner  17/18']
330,2018,Bundesliga,Borussia Mönchengladbach,30,25.7,16,€8.81m,€264.30m,[]
331,2018,Bundesliga,VfL Wolfsburg,36,25.5,23,€6.37m,€229.25m,[]
332,2018,Bundesliga,FC Schalke 04,39,25.6,24,€5.67m,€221.30m,[]
333,2018,Bundesliga,Hertha BSC,36,24.9,20,€5.77m,€207.63m,[]
334,2018,Bundesliga,SV Werder Bremen,33,26.2,18,€5.09m,€168.05m,[]
335,2018,Bundesliga,1.FSV Mainz 05,35,25.3,20,€4.56m,€159.73m,[]
336,2018,Bundesliga,VfB Stuttgart,34,25.4,17,€4.23m,€143.75m,[]
337,2018,Bundesliga,FC Augsburg,40,25.4,19,€3.48m,€139.25m,[]
338,2018,Bundesliga,SC Freiburg,34,25.5,8,€3.59m,€122.10m,[]
339,2018,Bundesliga,Fortuna Düsseldorf,34,26.7,17,€2.79m,€94.95m,['German 2. Bundesliga Champion 17/18']
340,2018,Bundesliga,Hannover 96,37,26.2,18,€2.47m,€91.43m,[]
341,2018,Bundesliga,1.FC Nuremberg,29,25.7,12,€1.88m,€54.40m,[]
342,2019,Bundesliga,Bayern Munich,38,24.2,21,€20.46m,€777.33m,"['German Champion 18/19', 'German Cup winner  18/19']"
343,2019,Bundesliga,Borussia Dortmund,37,25.0,21,€17.68m,€654.05m,[]
344,2019,Bundesliga,RB Leipzig,38,23.4,26,€15.01m,€570.48m,[]
345,2019,Bundesliga,Bayer 04 Leverkusen,29,25.7,18,€13.76m,€398.95m,[]
346,2019,Bundesliga,Borussia Mönchengladbach,34,26.3,18,€7.49m,€254.70m,[]
347,2019,Bundesliga,TSG 1899 Hoffenheim,37,26.8,25,€6.11m,€226.05m,[]
348,2019,Bundesliga,FC Schalke 04,33,24.6,20,€6.71m,€221.58m,[]
349,2019,Bundesliga,Hertha BSC,42,24.7,23,€5.17m,€217.20m,[]
350,2019,Bundesliga,Eintracht Frankfurt,35,27.0,24,€5.97m,€208.98m,[]
351,2019,Bundesliga,VfL Wolfsburg,38,25.2,24,€5.46m,€207.60m,[]
352,2019,Bundesliga,SV Werder Bremen,36,26.6,18,€3.75m,€135.13m,[]
353,2019,Bundesliga,SC Freiburg,30,26.3,10,€4.09m,€122.65m,[]
354,2019,Bundesliga,1.FSV Mainz 05,35,24.4,19,€3.47m,€121.58m,[]
355,2019,Bundesliga,FC Augsburg,37,26.0,18,€3.05m,€112.95m,[]
356,2019,Bundesliga,1.FC Köln,35,25.7,15,€2.81m,€98.48m,['German 2. Bundesliga Champion 18/19']
357,2019,Bundesliga,Fortuna Düsseldorf,37,26.7,17,€1.94m,€71.78m,[]
358,2019,Bundesliga,1.FC Union Berlin,34,26.7,11,€1.21m,€41.20m,[]
359,2019,Bundesliga,SC Paderborn 07,32,25.9,15,€903k,€28.90m,[]
360,2020,Bundesliga,Bayern Munich,45,24.4,22,€19.07m,€858.23m,"['German Champion 19/20', 'German Cup winner  19/20', 'Champions League Winner 19/20']"
361,2020,Bundesliga,Borussia Dortmund,32,25.5,17,€19.64m,€628.40m,[]
362,2020,Bundesliga,RB Leipzig,32,24.1,23,€17.97m,€574.95m,[]
363,2020,Bundesliga,Bayer 04 Leverkusen,33,25.6,22,€11.31m,€373.25m,[]
364,2020,Bundesliga,Borussia Mönchengladbach,33,26.2,19,€9.11m,€300.75m,[]
365,2020,Bundesliga,Eintracht Frankfurt,36,26.2,24,€7.48m,€269.15m,[]
366,2020,Bundesliga,VfL Wolfsburg,30,26.4,20,€8.56m,€256.83m,[]
367,2020,Bundesliga,Hertha BSC,38,24.9,22,€6.02m,€228.88m,[]
368,2020,Bundesliga,TSG 1899 Hoffenheim,37,25.4,26,€6.17m,€228.15m,[]
369,2020,Bundesliga,VfB Stuttgart,32,24.4,17,€5.91m,€189.25m,[]
370,2020,Bundesliga,1.FSV Mainz 05,36,25.4,18,€4.54m,€163.30m,[]
371,2020,Bundesliga,SC Freiburg,30,25.7,13,€4.64m,€139.10m,[]
372,2020,Bundesliga,FC Schalke 04,45,25.3,27,€2.73m,€123.05m,[]
373,2020,Bundesliga,1.FC Köln,36,25.3,18,€3.28m,€118.20m,[]
374,2020,Bundesliga,SV Werder Bremen,33,25.7,16,€3.39m,€111.98m,[]
375,2020,Bundesliga,FC Augsburg,31,26.4,20,€3.00m,€93.05m,[]
376,2020,Bundesliga,1.FC Union Berlin,33,26.4,10,€2.49m,€82.05m,[]
377,2020,Bundesliga,Arminia Bielefeld,33,25.4,15,€1.72m,€56.73m,['German 2. Bundesliga Champion 19/20']
378,2021,Bundesliga,Bayern Munich,38,25.2,20,€20.80m,€790.33m,['German Champion 20/21']
379,2021,Bundesliga,Borussia Dortmund,44,24.5,25,€12.70m,€558.98m,['German Cup winner  20/21']
380,2021,Bundesliga,RB Leipzig,34,24.3,23,€14.68m,€498.95m,[]
381,2021,Bundesliga,Bayer 04 Leverkusen,35,25.1,25,€13.00m,€455.05m,[]
382,2021,Bundesliga,VfL Wolfsburg,37,25.7,24,€7.28m,€269.30m,[]
383,2021,Bundesliga,Borussia Mönchengladbach,31,25.8,14,€7.64m,€236.80m,[]
384,2021,Bundesliga,Eintracht Frankfurt,36,25.7,23,€6.35m,€228.75m,[]
385,2021,Bundesliga,TSG 1899 Hoffenheim,40,25.3,22,€5.29m,€211.43m,[]
386,2021,Bundesliga,SC Freiburg,32,25.5,12,€5.51m,€176.35m,[]
387,2021,Bundesliga,VfB Stuttgart,39,24.0,22,€4.47m,€174.23m,[]
388,2021,Bundesliga,Hertha BSC,45,25.2,22,€3.46m,€155.78m,[]
389,2021,Bundesliga,1.FSV Mainz 05,34,25.5,18,€3.85m,€131.03m,[]
390,2021,Bundesliga,1.FC Union Berlin,40,27.1,15,€2.90m,€115.90m,[]
391,2021,Bundesliga,1.FC Köln,31,25.8,13,€3.20m,€99.28m,[]
392,2021,Bundesliga,FC Augsburg,32,26.0,20,€2.98m,€95.30m,[]
393,2021,Bundesliga,Arminia Bielefeld,34,25.1,20,€1.94m,€65.85m,[]
394,2021,Bundesliga,VfL Bochum,33,27.7,16,€1.58m,€52.25m,['German 2. Bundesliga Champion 20/21']
395,2021,Bundesliga,SpVgg Greuther Fürth,34,25.1,15,€1.09m,€36.95m,[]
396,2022,Bundesliga,Bayern Munich,35,25.7,22,€27.11m,€948.95m,['German Champion 21/22']
397,2022,Bundesliga,Borussia Dortmund,37,25.1,19,€15.34m,€567.55m,[]
398,2022,Bundesliga,RB Leipzig,29,26.0,19,€16.77m,€486.40m,['German Cup winner  21/22']
399,2022,Bundesliga,Bayer 04 Leverkusen,35,24.8,25,€12.93m,€452.50m,[]
400,2022,Bundesliga,Eintracht Frankfurt,36,25.6,22,€9.02m,€324.55m,['Europa League Winner 21/22']
401,2022,Bundesliga,Borussia Mönchengladbach,35,25.9,16,€6.91m,€241.68m,[]
402,2022,Bundesliga,VfL Wolfsburg,33,25.1,20,€7.22m,€238.30m,[]
403,2022,Bundesliga,SC Freiburg,29,26.5,11,€6.93m,€200.95m,[]
404,2022,Bundesliga,TSG 1899 Hoffenheim,37,26.2,22,€4.83m,€178.80m,[]
405,2022,Bundesliga,1.FC Union Berlin,36,27.4,17,€4.39m,€157.95m,[]
406,2022,Bundesliga,VfB Stuttgart,39,23.7,22,€3.87m,€151.05m,[]
407,2022,Bundesliga,1.FSV Mainz 05,34,25.2,17,€3.99m,€135.80m,[]
408,2022,Bundesliga,FC Augsburg,42,25.6,25,€3.15m,€132.23m,[]
409,2022,Bundesliga,1.FC Köln,39,25.4,15,€2.97m,€115.65m,[]
410,2022,Bundesliga,Hertha BSC,41,25.8,24,€2.29m,€94.00m,[]
411,2022,Bundesliga,SV Werder Bremen,33,25.2,11,€2.71m,€89.50m,[]
412,2022,Bundesliga,FC Schalke 04,43,26.9,22,€2.04m,€87.78m,['German 2. Bundesliga Champion 21/22']
413,2022,Bundesliga,VfL Bochum,32,28.3,18,€1.68m,€53.70m,[]
414,2023,Bundesliga,Bayern Munich,39,25.2,23,€24.75m,€965.15m,['German Champion 22/23']
415,2023,Bundesliga,Bayer 04 Leverkusen,32,24.9,23,€20.57m,€658.35m,[]
416,2023,Bundesliga,RB Leipzig,32,25.2,22,€17.04m,€545.40m,['German Cup winner  22/23']
417,2023,Bundesliga,Borussia Dortmund,36,25.6,17,€13.74m,€494.80m,[]
418,2023,Bundesliga,VfB Stuttgart,38,24.4,19,€9.12m,€346.63m,[]
419,2023,Bundesliga,Eintracht Frankfurt,46,24.7,28,€7.10m,€326.65m,[]
420,2023,Bundesliga,VfL Wolfsburg,33,25.0,20,€6.26m,€206.45m,[]
421,2023,Bundesliga,SC Freiburg,34,26.3,13,€5.30m,€180.35m,[]
422,2023,Bundesliga,TSG 1899 Hoffenheim,34,26.1,14,€5.18m,€176.00m,[]
423,2023,Bundesliga,Borussia Mönchengladbach,33,26.0,18,€5.01m,€165.23m,[]
424,2023,Bundesliga,1.FC Union Berlin,35,27.5,20,€4.60m,€160.95m,[]
425,2023,Bundesliga,1.FSV Mainz 05,34,26.5,13,€4.20m,€142.88m,[]
426,2023,Bundesliga,FC Augsburg,38,25.6,24,€3.71m,€140.80m,[]
427,2023,Bundesliga,SV Werder Bremen,35,26.4,18,€3.86m,€134.93m,[]
428,2023,Bundesliga,1.FC Köln,33,26.1,10,€2.47m,€81.45m,[]
429,2023,Bundesliga,1.FC Heidenheim 1846,28,26.8,6,€2.37m,€66.45m,['German 2. Bundesliga Champion 22/23']
430,2023,Bundesliga,VfL Bochum,34,28.3,15,€1.90m,€64.53m,[]
431,2023,Bundesliga,SV Darmstadt 98,34,27.0,14,€1.14m,€38.70m,[]
432,2024,Bundesliga,Bayern Munich,27,26.9,16,€34.69m,€936.70m,[]
433,2024,Bundesliga,Bayer 04 Leverkusen,27,25.4,20,€23.52m,€635.10m,"['German Champion 23/24', 'German Cup winner  23/24']"
434,2024,Bundesliga,RB Leipzig,24,25.7,19,€21.58m,€517.90m,[]
435,2024,Bundesliga,Borussia Dortmund,24,25.4,11,€19.79m,€474.90m,[]
436,2024,Bundesliga,VfB Stuttgart,31,24.3,13,€10.12m,€313.73m,[]
437,2024,Bundesliga,Eintracht Frankfurt,26,25.0,19,€10.76m,€279.70m,[]
438,2024,Bundesliga,VfL Wolfsburg,32,25.3,21,€6.72m,€215.00m,[]
439,2024,Bundesliga,SC Freiburg,28,26.8,12,€6.04m,€169.05m,[]
440,2024,Bundesliga,TSG 1899 Hoffenheim,33,26.0,19,€5.03m,€166.15m,[]
441,2024,Bundesliga,Borussia Mönchengladbach,26,26.3,14,€5.37m,€139.70m,[]
442,2024,Bundesliga,1.FC Union Berlin,29,27.1,16,€4.21m,€122.18m,[]
443,2024,Bundesliga,SV Werder Bremen,27,26.4,12,€4.42m,€119.35m,[]
444,2024,Bundesliga,FC Augsburg,29,25.9,18,€3.43m,€99.33m,[]
445,2024,Bundesliga,1.FSV Mainz 05,25,26.9,11,€3.74m,€93.45m,[]
446,2024,Bundesliga,1.FC Heidenheim 1846,29,26.7,5,€2.18m,€63.30m,[]
447,2024,Bundesliga,VfL Bochum,31,27.0,15,€1.96m,€60.75m,[]
448,2024,Bundesliga,FC St. Pauli,29,27.3,17,€1.40m,€40.73m,['German 2. Bundesliga Champion 23/24']
449,2024,Bundesliga,Holstein Kiel,28,26.0,10,€1.30m,€36.30m,[]
