,year,league,tier,team,squad_depth,avg_age,foreigners,avg_market_value,market_value,has_relegated,has_promoted,has_won_titles
1497,2021,Bundesliga,1,VfB Stuttgart,39,24.0,22,4470000,174230000,False,False,False
1498,2021,Bundesliga,1,Hertha BSC,45,25.2,22,3460000,155780000,False,False,False
1499,2021,Bundesliga,1,1.FSV Mainz 05,34,25.5,18,3850000,131030000,False,False,False
1500,2021,Bundesliga,1,1.FC Union Berlin,40,27.1,15,2900000,115900000,False,False,False
1501,2021,Bundesliga,1,1.FC Köln,31,25.8,13,3200000,99280000,False,False,False
1502,2021,Bundesliga,1,FC Augsburg,32,26.0,20,2980000,95300000,False,False,False
1503,2021,Bundesliga,1,Arminia Bielefeld,34,25.1,20,1940000,65849999,False,False,False
1504,2021,Bundesliga,1,VfL Bochum,33,27.7,16,1580000,52250000,False,True,True
1505,2021,Bundesliga,1,SpVgg Greuther Fürth,34,25.1,15,1090000,36950000,False,True,False
1506,2022,Bundesliga,1,Bayern Munich,35,25.7,22,27110000,948950000,False,False,True
1507,2022,Bundesliga,1,Borussia Dortmund,37,25.1,19,15340000,567550000,False,False,False
1508,2022,Bundesliga,1,RB Leipzig,29,26.0,19,16770000,486400000,False,False,True
1509,2022,Bundesliga,1,Bayer 04 Leverkusen,35,24.8,25,12930000,452500000,False,False,False
1510,2022,Bundesliga,1,Eintracht Frankfurt,36,25.6,22,9020000,324550000,False,False,True
1511,2022,Bundesliga,1,Borussia Mönchengladbach,35,25.9,16,6910000,241680000,False,False,False
1512,2022,Bundesliga,1,VfL Wolfsburg,33,25.1,20,7220000,238300000,False,False,False
1513,2022,Bundesliga,1,SC Freiburg,29,26.5,11,6930000,200950000,False,False,False
1514,2022,Bundesliga,1,TSG 1899 Hoffenheim,37,26.2,22,4830000,178800000,False,False,False
1515,2022,Bundesliga,1,1.FC Union Berlin,36,27.4,17,4390000,157950000,False,False,False
1516,2022,Bundesliga,1,VfB Stuttgart,39,23.7,22,3870000,151050000,False,False,False
1517,2022,Bundesliga,1,1.FSV Mainz 05,34,25.2,17,3990000,135800000,False,False,False
1518,2022,Bundesliga,1,FC Augsburg,42,25.6,25,3150000,132229999,False,False,False
1519,2022,Bundesliga,1,1.FC Köln,39,25.4,15,2970000,115650000,False,False,False
1520,2022,Bundesliga,1,Hertha BSC,41,25.8,24,2290000,94000000,False,False,False
1521,2022,Bundesliga,1,SV Werder Bremen,33,25.2,11,2710000,89500000,False,True,False
1522,2022,Bundesliga,1,FC Schalke 04,43,26.9,22,2040000,87780000,False,True,True
1523,2022,Bundesliga,1,VfL Bochum,32,28.3,18,1680000,53700000,False,False,False
1524,2023,Bundesliga,1,Bayern Munich,39,25.2,23,24750000,965150000,False,False,True
1525,2023,Bundesliga,1,Bayer 04 Leverkusen,32,24.9,23,20570000,658350000,False,False,False
1526,2023,Bundesliga,1,RB Leipzig,32,25.2,22,17040000,545400000,False,False,True
1527,2023,Bundesliga,1,Borussia Dortmund,36,25.6,17,13740000,494800000,False,False,False
1528,2023,Bundesliga,1,VfB Stuttgart,38,24.4,19,9120000,346630000,False,False,False
1529,2023,Bundesliga,1,Eintracht Frankfurt,46,24.7,28,7100000,326650000,False,False,False
1530,2023,Bundesliga,1,VfL Wolfsburg,33,25.0,20,6260000,206450000,False,False,False
1531,2023,Bundesliga,1,SC Freiburg,34,26.3,13,5300000,180350000,False,False,False
1532,2023,Bundesliga,1,TSG 1899 Hoffenheim,34,26.1,14,5180000,176000000,False,False,False
1533,2023,Bundesliga,1,Borussia Mönchengladbach,33,26.0,18,5010000,165230000,False,False,False
1534,2023,Bundesliga,1,1.FC Union Berlin,35,27.5,20,4600000,160950000,False,False,False
1535,2023,Bundesliga,1,1.FSV Mainz 05,34,26.5,13,4200000,142880000,False,False,False
1536,2023,Bundesliga,1,FC Augsburg,38,25.6,24,3710000,140800000,False,False,False
1537,2023,Bundesliga,1,SV Werder Bremen,35,26.4,18,3860000,134930000,False,False,False
1538,2023,Bundesliga,1,1.FC Köln,33,26.1,10,2470000,81450000,False,False,False
1539,2023,Bundesliga,1,1.FC Heidenheim 1846,28,26.8,6,2370000,66450000,False,True,True
1540,2023,Bundesliga,1,VfL Bochum,34,28.3,15,1900000,64530000,False,False,False
1541,2023,Bundesliga,1,SV Darmstadt 98,34,27.0,14,1140000,38700000,False,True,False
1542,2024,Bundesliga,1,Bayern Munich,27,26.9,16,34690000,936700000,False,False,False
1543,2024,Bundesliga,1,Bayer 04 Leverkusen,27,25.5,20,23520000,635100000,False,False,True
1544,2024,Bundesliga,1,RB Leipzig,25,25.4,19,20730000,518250000,False,False,False
1545,2024,Bundesliga,1,Borussia Dortmund,24,25.5,11,19790000,474900000,False,False,False
1546,2024,Bundesliga,1,VfB Stuttgart,31,24.3,13,10120000,313730000,False,False,False
1547,2024,Bundesliga,1,Eintracht Frankfurt,26,25.0,19,10760000,279700000,False,False,False
1548,2024,Bundesliga,1,VfL Wolfsburg,31,25.5,20,6940000,215000000,False,False,False
1549,2024,Bundesliga,1,SC Freiburg,28,26.8,12,6040000,169050000,False,False,False
1550,2024,Bundesliga,1,TSG 1899 Hoffenheim,33,26.0,19,5030000,166150000,False,False,False
1551,2024,Bundesliga,1,Borussia Mönchengladbach,26,26.3,14,5370000,139700000,False,False,False
1552,2024,Bundesliga,1,1.FC Union Berlin,29,27.1,16,4210000,122180000,False,False,False
1553,2024,Bundesliga,1,SV Werder Bremen,27,26.5,12,4420000,119350000,False,False,False
1554,2024,Bundesliga,1,FC Augsburg,29,25.9,18,3430000,99330000,False,False,False
1555,2024,Bundesliga,1,1.FSV Mainz 05,25,26.9,11,3740000,93450000,False,False,False
1556,2024,Bundesliga,1,1.FC Heidenheim 1846,29,26.7,5,2180000,63300000,False,False,False
1557,2024,Bundesliga,1,VfL Bochum,31,27.0,15,1960000,60750000,False,False,False
1558,2024,Bundesliga,1,FC St. Pauli,29,27.3,17,1400000,40730000,False,True,True
1559,2024,Bundesliga,1,Holstein Kiel,28,26.0,10,1300000,36300000,False,True,False
1560,2010,2-Bundesliga,2,Hertha BSC,31,25.7,18,1240000,38450000,True,False,False
1561,2010,2-Bundesliga,2,FC Augsburg,32,26.1,14,950000,30400000,False,False,False
1562,2010,2-Bundesliga,2,VfL Bochum,31,26.4,13,879000,27250000,True,False,False
1563,2010,2-Bundesliga,2,TSV 1860 Munich,37,23.8,13,726000,26850000,False,False,False
1564,2010,2-Bundesliga,2,SpVgg Greuther Fürth,34,24.8,13,697000,23700000,False,False,False
1565,2010,2-Bundesliga,2,FC Energie Cottbus,31,25.0,13,655000,20300000,False,False,False
1566,2010,2-Bundesliga,2,Alemannia Aachen,34,25.5,12,586000,19930000,False,False,False
1567,2010,2-Bundesliga,2,MSV Duisburg,29,25.7,18,672000,19480000,False,False,False
1568,2010,2-Bundesliga,2,Fortuna Düsseldorf,26,27.0,8,656000,17050000,False,False,False
1569,2010,2-Bundesliga,2,Karlsruher SC,43,25.5,12,394000,16930000,False,False,False
1570,2010,2-Bundesliga,2,Arminia Bielefeld,44,25.5,17,312000,13730000,False,False,False
1571,2010,2-Bundesliga,2,FC Erzgebirge Aue,29,26.3,5,459000,13300000,False,True,False
1572,2010,2-Bundesliga,2,FC Ingolstadt 04,32,26.9,9,391000,12500000,False,True,False
1573,2010,2-Bundesliga,2,1.FC Union Berlin,32,25.5,9,380000,12150000,False,False,False
1574,2010,2-Bundesliga,2,FSV Frankfurt,28,26.0,10,416000,11650000,False,False,False
1575,2010,2-Bundesliga,2,SC Paderborn 07,29,25.8,8,402000,11650000,False,False,False
1576,2010,2-Bundesliga,2,VfL Osnabrück,28,26.6,9,357000,10000000,False,True,True
1577,2010,2-Bundesliga,2,Rot-Weiß Oberhausen,33,26.2,5,298000,9850000,False,False,False
1578,2011,2-Bundesliga,2,Eintracht Frankfurt,37,25.6,17,1180000,43530000,True,False,False
1579,2011,2-Bundesliga,2,SpVgg Greuther Fürth,28,25.8,10,934000,26150000,False,False,False
1580,2011,2-Bundesliga,2,Fortuna Düsseldorf,29,25.8,11,814000,23600000,False,False,False
1581,2011,2-Bundesliga,2,FC St. Pauli,30,26.4,5,717000,21500000,True,False,False
1582,2011,2-Bundesliga,2,TSV 1860 Munich,31,25.6,8,659000,20430000,False,False,False
1583,2011,2-Bundesliga,2,FC Energie Cottbus,33,25.5,11,592000,19530000,False,False,False
1584,2011,2-Bundesliga,2,VfL Bochum,36,25.3,12,542000,19500000,False,False,False
1585,2011,2-Bundesliga,2,MSV Duisburg,31,25.5,19,498000,15450000,False,False,False
1586,2011,2-Bundesliga,2,SG Dynamo Dresden,31,26.3,11,493000,15280000,False,True,False
1587,2011,2-Bundesliga,2,SC Paderborn 07,26,25.8,7,587000,15250000,False,False,False
1588,2011,2-Bundesliga,2,Karlsruher SC,38,26.3,15,375000,14250000,False,False,False
1589,2011,2-Bundesliga,2,Eintracht Braunschweig,29,25.7,8,468000,13580000,False,True,True
1590,2011,2-Bundesliga,2,FC Ingolstadt 04,32,27.5,10,420000,13450000,False,False,False
1591,2011,2-Bundesliga,2,Alemannia Aachen,35,25.6,10,383000,13400000,False,False,False
1592,2011,2-Bundesliga,2,FSV Frankfurt,33,25.8,17,401000,13230000,False,False,False
1593,2011,2-Bundesliga,2,1.FC Union Berlin,31,24.9,7,423000,13130000,False,False,False
1594,2011,2-Bundesliga,2,FC Erzgebirge Aue,28,25.9,3,464000,13000000,False,False,False
1595,2011,2-Bundesliga,2,FC Hansa Rostock,29,25.6,6,340000,9850000,False,True,False
1596,2012,2-Bundesliga,2,Hertha BSC,33,24.8,15,1140000,37680000,True,False,False
1597,2012,2-Bundesliga,2,1.FC Kaiserslautern,38,25.8,17,929000,35300000,True,False,False
1598,2012,2-Bundesliga,2,1.FC Köln,31,24.4,14,785000,24350000,True,False,False
1599,2012,2-Bundesliga,2,FC St. Pauli,33,25.1,5,686000,22650000,False,False,False
1600,2012,2-Bundesliga,2,Eintracht Braunschweig,28,26.0,10,702000,19650000,False,False,False
1601,2012,2-Bundesliga,2,VfL Bochum,33,25.6,12,560000,18480000,False,False,False
1602,2012,2-Bundesliga,2,TSV 1860 Munich,33,26.1,11,525000,17330000,False,False,False
1603,2012,2-Bundesliga,2,MSV Duisburg,31,26.2,14,545000,16900000,False,False,False
1604,2012,2-Bundesliga,2,1.FC Union Berlin,30,25.6,9,510000,15300000,False,False,False
1605,2012,2-Bundesliga,2,FC Energie Cottbus,34,26.0,11,444000,15100000,False,False,False
1606,2012,2-Bundesliga,2,FSV Frankfurt,33,24.5,12,439000,14500000,False,False,False
1607,2012,2-Bundesliga,2,FC Ingolstadt 04,31,27.7,12,465000,14430000,False,False,False
1608,2012,2-Bundesliga,2,SG Dynamo Dresden,30,25.2,14,479000,14380000,False,False,False
1609,2012,2-Bundesliga,2,FC Erzgebirge Aue,28,26.6,5,482000,13500000,False,False,False
1610,2012,2-Bundesliga,2,SC Paderborn 07,30,25.4,7,437000,13100000,False,False,False
1611,2012,2-Bundesliga,2,VfR Aalen,26,27.1,7,450000,11700000,False,True,False
1612,2012,2-Bundesliga,2,SSV Jahn Regensburg,33,25.8,10,295000,9730000,False,True,False
1613,2012,2-Bundesliga,2,SV Sandhausen,31,27.4,9,313000,9700000,False,True,True
1614,2013,2-Bundesliga,2,1.FC Köln,29,24.8,14,1040000,30250000,False,False,False
1615,2013,2-Bundesliga,2,1.FC Kaiserslautern,32,25.7,16,797000,25500000,False,False,False
1616,2013,2-Bundesliga,2,Fortuna Düsseldorf,37,25.2,23,657000,24330000,True,False,False
1617,2013,2-Bundesliga,2,SpVgg Greuther Fürth,28,24.8,12,780000,21850000,True,False,False
1618,2013,2-Bundesliga,2,SC Paderborn 07,30,25.5,8,612000,18350000,False,False,False
1619,2013,2-Bundesliga,2,TSV 1860 Munich,30,26.2,7,562000,16850000,False,False,False
1620,2013,2-Bundesliga,2,FC St. Pauli,29,25.3,4,552000,16000000,False,False,False
1621,2013,2-Bundesliga,2,FC Ingolstadt 04,30,26.2,14,491000,14730000,False,False,False
1622,2013,2-Bundesliga,2,1.FC Union Berlin,30,26.3,10,461000,13830000,False,False,False
1623,2013,2-Bundesliga,2,Karlsruher SC,30,24.7,8,447000,13400000,False,True,True
1624,2013,2-Bundesliga,2,FSV Frankfurt,29,25.7,13,448000,13000000,False,False,False
1625,2013,2-Bundesliga,2,VfL Bochum,35,25.3,10,371000,12980000,False,False,False
1626,2013,2-Bundesliga,2,FC Erzgebirge Aue,32,27.0,10,405000,12980000,False,False,False
1627,2013,2-Bundesliga,2,SV Sandhausen,30,26.4,7,376000,11280000,False,False,False
1628,2013,2-Bundesliga,2,Arminia Bielefeld,37,25.7,6,302000,11180000,False,True,False
1629,2013,2-Bundesliga,2,VfR Aalen,28,27.1,8,377000,10550000,False,False,False
1630,2013,2-Bundesliga,2,FC Energie Cottbus,36,25.8,16,292000,10530000,False,False,False
1631,2013,2-Bundesliga,2,SG Dynamo Dresden,29,26.4,12,347000,10080000,False,False,False
1632,2014,2-Bundesliga,2,RB Leipzig,35,24.8,15,933000,32650000,False,True,False
1633,2014,2-Bundesliga,2,SpVgg Greuther Fürth,40,24.5,18,672000,26880000,False,False,False
1634,2014,2-Bundesliga,2,1.FC Kaiserslautern,30,24.3,11,835000,25050000,False,False,False
1635,2014,2-Bundesliga,2,1.FC Nuremberg,37,24.3,20,666000,24650000,True,False,False
1636,2014,2-Bundesliga,2,Fortuna Düsseldorf,30,25.8,12,719000,21580000,False,False,False
1637,2014,2-Bundesliga,2,Eintracht Braunschweig,32,26.0,14,626000,20030000,True,False,False
1638,2014,2-Bundesliga,2,TSV 1860 Munich,36,25.9,18,547000,19700000,False,False,False
1639,2014,2-Bundesliga,2,FC Ingolstadt 04,30,25.8,12,641000,19230000,False,False,False
1640,2014,2-Bundesliga,2,FC St. Pauli,35,25.4,7,538000,18830000,False,False,False
1641,2014,2-Bundesliga,2,Karlsruher SC,31,25.4,10,556000,17250000,False,False,False
1642,2014,2-Bundesliga,2,1.FC Union Berlin,31,25.8,11,497000,15400000,False,False,False
1643,2014,2-Bundesliga,2,VfL Bochum,33,25.0,13,452000,14900000,False,False,False
1644,2014,2-Bundesliga,2,FC Erzgebirge Aue,37,25.8,13,355000,13150000,False,False,False
1645,2014,2-Bundesliga,2,SV Darmstadt 98,28,26.3,3,459000,12850000,False,True,False
1646,2014,2-Bundesliga,2,VfR Aalen,33,26.1,8,385000,12700000,False,False,False
1647,2014,2-Bundesliga,2,FSV Frankfurt,31,26.7,14,403000,12500000,False,False,False
1648,2014,2-Bundesliga,2,SV Sandhausen,33,26.8,10,376000,12400000,False,False,False
1649,2014,2-Bundesliga,2,1.FC Heidenheim 1846,28,25.3,1,404000,11300000,False,True,True
1650,2015,2-Bundesliga,2,RB Leipzig,31,23.9,14,1320000,41050000,False,False,False
1651,2015,2-Bundesliga,2,SC Freiburg,34,24.3,12,965000,32799999,True,False,False
1652,2015,2-Bundesliga,2,1.FC Nuremberg,32,25.9,12,869000,27800000,False,False,False
1653,2015,2-Bundesliga,2,FC St. Pauli,31,24.9,9,692000,21450000,False,False,False
1654,2015,2-Bundesliga,2,Karlsruher SC,33,25.3,10,622000,20530000,False,False,False
1655,2015,2-Bundesliga,2,Eintracht Braunschweig,30,25.9,16,639000,19180000,False,False,False
1656,2015,2-Bundesliga,2,1.FC Kaiserslautern,33,24.8,12,577000,19050000,False,False,False
1657,2015,2-Bundesliga,2,1.FC Union Berlin,31,26.0,12,603000,18700000,False,False,False
1658,2015,2-Bundesliga,2,Fortuna Düsseldorf,34,26.0,16,538000,18300000,False,False,False
1659,2015,2-Bundesliga,2,SC Paderborn 07,34,26.8,14,528000,17950000,True,False,False
1660,2015,2-Bundesliga,2,TSV 1860 Munich,36,25.6,16,476000,17130000,False,False,False
1661,2015,2-Bundesliga,2,SpVgg Greuther Fürth,36,25.0,13,444000,16000000,False,False,False
1662,2015,2-Bundesliga,2,VfL Bochum,31,24.9,15,510000,15800000,False,False,False
1663,2015,2-Bundesliga,2,FSV Frankfurt,32,25.4,18,452000,14450000,False,False,False
1664,2015,2-Bundesliga,2,1.FC Heidenheim 1846,28,25.9,4,488000,13650000,False,False,False
1665,2015,2-Bundesliga,2,Arminia Bielefeld,31,26.9,6,425000,13180000,False,True,True
1666,2015,2-Bundesliga,2,SV Sandhausen,30,26.9,8,430000,12900000,False,False,False
1667,2015,2-Bundesliga,2,MSV Duisburg,35,26.9,15,328000,11480000,False,True,False
1668,2016,2-Bundesliga,2,VfB Stuttgart,32,25.0,20,1590000,50900000,True,False,False
1669,2016,2-Bundesliga,2,Hannover 96,33,24.8,14,1190000,39180000,True,False,False
1670,2016,2-Bundesliga,2,1.FC Nuremberg,36,25.8,16,735000,26480000,False,False,False
1671,2016,2-Bundesliga,2,1.FC Union Berlin,33,26.6,12,658000,21700000,False,False,False
1672,2016,2-Bundesliga,2,1.FC Kaiserslautern,34,24.8,13,618000,21000000,False,False,False
1673,2016,2-Bundesliga,2,Eintracht Braunschweig,27,26.2,15,739000,19950000,False,False,False
1674,2016,2-Bundesliga,2,FC St. Pauli,35,24.7,11,516000,18050000,False,False,False
1675,2016,2-Bundesliga,2,SpVgg Greuther Fürth,38,25.2,19,464000,17650000,False,False,False
1676,2016,2-Bundesliga,2,VfL Bochum,35,23.7,13,461000,16149999,False,False,False
1677,2016,2-Bundesliga,2,TSV 1860 Munich,39,25.9,22,413000,16100000,False,False,False
1678,2016,2-Bundesliga,2,SG Dynamo Dresden,30,25.1,4,529000,15880000,False,True,True
1679,2016,2-Bundesliga,2,Fortuna Düsseldorf,32,25.0,15,476000,15230000,False,False,False
1680,2016,2-Bundesliga,2,1.FC Heidenheim 1846,28,24.9,8,533000,14930000,False,False,False
1681,2016,2-Bundesliga,2,Arminia Bielefeld,32,26.4,6,454000,14530000,False,False,False
1682,2016,2-Bundesliga,2,Karlsruher SC,40,24.3,17,336000,13430000,False,False,False
1683,2016,2-Bundesliga,2,SV Sandhausen,29,26.4,8,415000,12030000,False,False,False
1684,2016,2-Bundesliga,2,FC Erzgebirge Aue,30,26.5,7,389000,11680000,False,True,False
1685,2016,2-Bundesliga,2,Würzburger Kickers,28,27.2,9,363000,10180000,False,True,False
1686,2017,2-Bundesliga,2,Fortuna Düsseldorf,32,26.0,15,1160000,37280000,False,False,False
1687,2017,2-Bundesliga,2,FC Ingolstadt 04,32,26.2,15,1070000,34330000,True,False,False
1688,2017,2-Bundesliga,2,1.FC Nuremberg,31,25.8,14,1070000,33200000,False,False,False
1689,2017,2-Bundesliga,2,1.FC Union Berlin,30,26.3,12,772000,23150000,False,False,False
1690,2017,2-Bundesliga,2,1.FC Kaiserslautern,35,24.6,18,618000,21630000,False,False,False
1691,2017,2-Bundesliga,2,VfL Bochum,35,25.3,10,580000,20300000,False,False,False
1692,2017,2-Bundesliga,2,SG Dynamo Dresden,29,25.2,8,664000,19250000,False,False,False
1693,2017,2-Bundesliga,2,Eintracht Braunschweig,32,25.6,13,574000,18380000,False,False,False
1694,2017,2-Bundesliga,2,Holstein Kiel,29,26.4,6,626000,18150000,False,True,False
1695,2017,2-Bundesliga,2,Arminia Bielefeld,28,25.5,6,643000,18000000,False,False,False
1696,2017,2-Bundesliga,2,FC St. Pauli,32,25.8,11,559000,17880000,False,False,False
1697,2017,2-Bundesliga,2,SV Darmstadt 98,35,26.4,17,510000,17850000,True,False,False
1698,2017,2-Bundesliga,2,SpVgg Greuther Fürth,35,25.5,18,476000,16649999,False,False,False
1699,2017,2-Bundesliga,2,SV Sandhausen,34,26.4,12,471000,16000000,False,False,False
1700,2017,2-Bundesliga,2,1.FC Heidenheim 1846,29,25.6,5,499000,14480000,False,False,False
1701,2017,2-Bundesliga,2,FC Erzgebirge Aue,30,26.4,11,443000,13280000,False,False,False
1702,2017,2-Bundesliga,2,MSV Duisburg,28,26.4,13,468000,13100000,False,True,True
1703,2017,2-Bundesliga,2,SSV Jahn Regensburg,28,26.2,5,443000,12400000,False,True,False
1704,2018,2-Bundesliga,2,Hamburger SV,39,23.7,22,2230000,86850000,True,False,False
1705,2018,2-Bundesliga,2,1.FC Köln,34,25.3,13,2460000,83500000,True,False,False
1706,2018,2-Bundesliga,2,1.FC Union Berlin,33,26.3,14,923000,30480000,False,False,False
1707,2018,2-Bundesliga,2,SC Paderborn 07,35,25.1,14,736000,25750000,False,True,False
1708,2018,2-Bundesliga,2,Holstein Kiel,31,24.5,9,804000,24930000,False,False,False
1709,2018,2-Bundesliga,2,FC St. Pauli,37,25.8,11,585000,21650000,False,False,False
1710,2018,2-Bundesliga,2,SG Dynamo Dresden,31,25.0,12,677000,21000000,False,False,False
1711,2018,2-Bundesliga,2,1.FC Heidenheim 1846,30,25.4,1,677000,20300000,False,False,False
1712,2018,2-Bundesliga,2,VfL Bochum,38,24.9,13,526000,19980000,False,False,False
1713,2018,2-Bundesliga,2,FC Ingolstadt 04,35,26.7,16,570000,19950000,False,False,False
1714,2018,2-Bundesliga,2,Arminia Bielefeld,32,25.5,7,600000,19200000,False,False,False
1715,2018,2-Bundesliga,2,SV Darmstadt 98,37,27.0,11,489000,18100000,False,False,False
1716,2018,2-Bundesliga,2,SSV Jahn Regensburg,29,27.1,7,543000,15750000,False,False,False
1717,2018,2-Bundesliga,2,SV Sandhausen,33,27.3,9,470000,15500000,False,False,False
1718,2018,2-Bundesliga,2,SpVgg Greuther Fürth,29,24.8,9,511000,14830000,False,False,False
1719,2018,2-Bundesliga,2,FC Erzgebirge Aue,35,25.4,7,422000,14780000,False,False,False
1720,2018,2-Bundesliga,2,1.FC Magdeburg,32,26.3,8,395000,12650000,False,True,True
1721,2018,2-Bundesliga,2,MSV Duisburg,31,26.0,12,386000,11980000,False,False,False
1722,2019,2-Bundesliga,2,VfB Stuttgart,34,24.6,17,2080000,70800000,True,False,False
1723,2019,2-Bundesliga,2,Hamburger SV,33,25.4,18,1510000,49900000,False,False,False
1724,2019,2-Bundesliga,2,Hannover 96,38,26.3,12,1020000,38930000,True,False,False
1725,2019,2-Bundesliga,2,1.FC Nuremberg,39,25.6,14,815000,31800000,True,False,False
1726,2019,2-Bundesliga,2,FC St. Pauli,42,25.1,17,523000,21980000,False,False,False
1727,2019,2-Bundesliga,2,Arminia Bielefeld,29,26.3,10,702000,20350000,False,False,False
1728,2019,2-Bundesliga,2,1.FC Heidenheim 1846,30,26.3,1,657000,19700000,False,False,False
1729,2019,2-Bundesliga,2,Holstein Kiel,29,24.8,8,643000,18650000,False,False,False
1730,2019,2-Bundesliga,2,SG Dynamo Dresden,36,25.3,15,515000,18530000,False,False,False
1731,2019,2-Bundesliga,2,VfL Bochum,35,25.5,14,516000,18080000,False,False,False
1732,2019,2-Bundesliga,2,SpVgg Greuther Fürth,31,24.4,9,452000,14030000,False,False,False
1733,2019,2-Bundesliga,2,SV Darmstadt 98,32,26.2,11,431000,13800000,False,False,False
1734,2019,2-Bundesliga,2,FC Erzgebirge Aue,29,26.7,8,472000,13680000,False,False,False
1735,2019,2-Bundesliga,2,SV Sandhausen,30,28.2,10,445000,13350000,False,False,False
1736,2019,2-Bundesliga,2,VfL Osnabrück,31,26.5,10,388000,12030000,False,True,True
1737,2019,2-Bundesliga,2,SSV Jahn Regensburg,29,26.9,3,408000,11830000,False,False,False
1738,2019,2-Bundesliga,2,SV Wehen Wiesbaden,36,25.5,5,290000,10450000,False,True,False
1739,2019,2-Bundesliga,2,Karlsruher SC,33,26.4,10,299000,9880000,False,True,False
1740,2020,2-Bundesliga,2,Fortuna Düsseldorf,36,25.9,16,998000,35930000,True,False,False
1741,2020,2-Bundesliga,2,Hamburger SV,31,25.7,11,1150000,35600000,False,False,False
1742,2020,2-Bundesliga,2,VfL Bochum,31,26.4,13,1090000,33900000,False,False,False
1743,2020,2-Bundesliga,2,SpVgg Greuther Fürth,27,24.2,12,1130000,30530000,False,False,False
1744,2020,2-Bundesliga,2,1.FC Nuremberg,35,25.6,10,782000,27380000,False,False,False
1745,2020,2-Bundesliga,2,Hannover 96,31,26.5,15,776000,24050000,False,False,False
1746,2020,2-Bundesliga,2,FC St. Pauli,36,25.9,18,645000,23230000,False,False,False
1747,2020,2-Bundesliga,2,SC Paderborn 07,35,25.8,11,648000,22680000,True,False,False
1748,2020,2-Bundesliga,2,Holstein Kiel,28,26.4,6,763000,21350000,False,False,False
1749,2020,2-Bundesliga,2,1.FC Heidenheim 1846,31,26.0,2,661000,20500000,False,False,False
1750,2020,2-Bundesliga,2,SV Darmstadt 98,32,25.6,10,532000,17030000,False,False,False
1751,2020,2-Bundesliga,2,Karlsruher SC,32,25.5,9,481000,15400000,False,False,False
1752,2020,2-Bundesliga,2,SV Sandhausen,34,28.3,10,427000,14530000,False,False,False
1753,2020,2-Bundesliga,2,FC Erzgebirge Aue,28,27.1,6,494000,13830000,False,False,False
1754,2020,2-Bundesliga,2,VfL Osnabrück,32,26.7,9,411000,13150000,False,False,False
1755,2020,2-Bundesliga,2,SSV Jahn Regensburg,30,26.1,5,433000,12980000,False,False,False
1756,2020,2-Bundesliga,2,Würzburger Kickers,39,26.5,15,283000,11030000,False,True,False
1757,2020,2-Bundesliga,2,Eintracht Braunschweig,33,26.7,7,308000,10180000,False,True,False
1758,2021,2-Bundesliga,2,SV Werder Bremen,37,24.8,13,1680000,62100000,True,False,False
1759,2021,2-Bundesliga,2,FC Schalke 04,39,25.7,22,1120000,43830000,True,False,False
1760,2021,2-Bundesliga,2,Hamburger SV,35,24.6,13,1250000,43730000,False,False,False
1761,2021,2-Bundesliga,2,1.FC Nuremberg,30,26.0,6,961000,28830000,False,False,False
1762,2021,2-Bundesliga,2,Hannover 96,35,26.8,13,817000,28600000,False,False,False
1763,2021,2-Bundesliga,2,Fortuna Düsseldorf,40,25.6,16,682000,27280000,False,False,False
1764,2021,2-Bundesliga,2,FC St. Pauli,32,26.0,14,802000,25680000,False,False,False
1765,2021,2-Bundesliga,2,SV Darmstadt 98,32,25.1,9,635000,20330000,False,False,False
1766,2021,2-Bundesliga,2,SC Paderborn 07,35,25.8,9,569000,19900000,False,False,False
1767,2021,2-Bundesliga,2,1.FC Heidenheim 1846,31,25.5,3,592000,18350000,False,False,False
1768,2021,2-Bundesliga,2,Karlsruher SC,35,25.7,8,503000,17600000,False,False,False
1769,2021,2-Bundesliga,2,SV Sandhausen,38,27.9,13,447000,16980000,False,False,False
1770,2021,2-Bundesliga,2,Holstein Kiel,34,26.8,8,496000,16850000,False,False,False
1771,2021,2-Bundesliga,2,SSV Jahn Regensburg,30,26.5,6,559000,16780000,False,False,False
1772,2021,2-Bundesliga,2,SG Dynamo Dresden,35,25.7,11,406000,14200000,False,True,True
1773,2021,2-Bundesliga,2,FC Ingolstadt 04,50,25.1,16,277000,13830000,False,True,False
1774,2021,2-Bundesliga,2,FC Hansa Rostock,35,26.8,8,386000,13500000,False,True,False
1775,2021,2-Bundesliga,2,FC Erzgebirge Aue,34,26.4,11,324000,11000000,False,False,False
1776,2022,2-Bundesliga,2,Hamburger SV,36,24.3,16,1080000,38780000,False,False,False
1777,2022,2-Bundesliga,2,Fortuna Düsseldorf,33,25.9,14,888000,29300000,False,False,False
1778,2022,2-Bundesliga,2,1.FC Nuremberg,40,25.1,11,713000,28530000,False,False,False
1779,2022,2-Bundesliga,2,SV Darmstadt 98,29,25.8,11,961000,27880000,False,False,False
1780,2022,2-Bundesliga,2,SC Paderborn 07,34,25.5,9,761000,25880000,False,False,False
1781,2022,2-Bundesliga,2,1.FC Heidenheim 1846,28,26.1,4,900000,25200000,False,False,False
1782,2022,2-Bundesliga,2,FC St. Pauli,33,25.5,17,759000,25050000,False,False,False
1783,2022,2-Bundesliga,2,Arminia Bielefeld,34,25.6,18,735000,25000000,True,False,False
