,year,league,tier,team,squad_depth,avg_age,foreigners,avg_market_value,market_value,has_relegated,has_promoted,has_won_titles
0,2010,Premier-League,1,Chelsea FC,33,25.9,23,12850000,424100000,False,False,True
1,2010,Premier-League,1,Manchester City,45,24.9,28,8980000,404180000,False,False,False
2,2010,Premier-League,1,Manchester United,43,25.7,29,9020000,388000000,False,False,False
3,2010,Premier-League,1,Liverpool FC,42,24.9,25,8080000,339200000,False,False,False
4,2010,Premier-League,1,Arsenal FC,34,24.8,27,9530000,324000000,False,False,False
5,2010,Premier-League,1,Tottenham Hotspur,38,26.3,22,8080000,307080000,False,False,False
6,2010,Premier-League,1,Aston Villa,39,26.7,21,5200000,202800000,False,False,False
7,2010,Premier-League,1,Everton FC,32,25.4,21,5760000,184480000,False,False,False
8,2010,Premier-League,1,Sunderland AFC,39,25.2,20,3830000,149330000,False,False,False
9,2010,Premier-League,1,West Ham United,40,26.4,24,3470000,138750000,False,False,False
10,2010,Premier-League,1,Newcastle United,38,25.2,17,3140000,119480000,False,True,True
11,2010,Premier-League,1,Fulham FC,34,28.9,27,3220000,109550000,False,False,False
12,2010,Premier-League,1,Bolton Wanderers,34,26.9,18,2950000,100150000,False,False,False
13,2010,Premier-League,1,Birmingham City,34,27.3,20,2810000,95380000,False,False,False
14,2010,Premier-League,1,Stoke City,33,28.5,20,2860000,94450000,False,False,False
15,2010,Premier-League,1,Blackburn Rovers,37,26.6,29,2470000,91530000,False,False,False
16,2010,Premier-League,1,West Bromwich Albion,37,25.8,24,2350000,86880000,False,True,False
17,2010,Premier-League,1,Wolverhampton Wanderers,42,25.2,24,1990000,83550000,False,True,False
18,2010,Premier-League,1,Wigan Athletic,35,25.5,24,2300000,80500000,False,False,False
19,2010,Premier-League,1,Blackpool FC,45,25.7,23,1110000,50030000,False,True,False
20,2011,Premier-League,1,Manchester City,36,25.9,24,13850000,498600000,False,False,True
21,2011,Premier-League,1,Manchester United,41,25.1,24,9860000,404100000,False,False,True
22,2011,Premier-League,1,Chelsea FC,32,27.1,21,11730000,375500000,False,False,False
23,2011,Premier-League,1,Arsenal FC,45,24.7,35,8050000,362430000,False,False,False
24,2011,Premier-League,1,Tottenham Hotspur,50,25.7,27,6470000,323500000,False,False,False
25,2011,Premier-League,1,Liverpool FC,31,26.1,18,7640000,236900000,False,False,False
26,2011,Premier-League,1,Everton FC,36,26.8,25,4720000,169950000,False,False,False
27,2011,Premier-League,1,Newcastle United,37,25.3,21,4370000,161700000,False,False,False
28,2011,Premier-League,1,Sunderland AFC,36,25.9,20,3510000,126500000,False,False,False
29,2011,Premier-League,1,Aston Villa,37,26.2,23,3340000,123500000,False,False,False
30,2011,Premier-League,1,Fulham FC,36,27.6,28,2780000,100000000,False,False,False
31,2011,Premier-League,1,Bolton Wanderers,38,26.4,19,2370000,90050000,False,False,False
32,2011,Premier-League,1,Stoke City,32,29.1,16,2550000,81650000,False,False,False
33,2011,Premier-League,1,Queens Park Rangers,48,28.2,25,1700000,81380000,False,True,True
34,2011,Premier-League,1,Blackburn Rovers,37,25.9,26,2160000,80000000,False,False,False
35,2011,Premier-League,1,Wolverhampton Wanderers,37,25.6,24,2110000,78050000,False,False,False
36,2011,Premier-League,1,Swansea City,34,26.0,21,2220000,75600000,False,True,False
37,2011,Premier-League,1,Wigan Athletic,30,26.7,22,2480000,74250000,False,False,False
38,2011,Premier-League,1,West Bromwich Albion,36,26.5,24,1930000,69550000,False,False,False
39,2011,Premier-League,1,Norwich City,29,26.0,12,2029999,58750000,False,True,False
40,2012,Premier-League,1,Manchester City,41,25.3,29,12250000,502100000,False,False,True
41,2012,Premier-League,1,Manchester United,41,25.3,24,11160000,457500000,False,False,False
42,2012,Premier-League,1,Chelsea FC,34,26.4,25,13360000,454250000,False,False,True
43,2012,Premier-League,1,Arsenal FC,42,24.4,35,7070000,296900000,False,False,False
44,2012,Premier-League,1,Tottenham Hotspur,41,26.0,21,7240000,296800000,False,False,False
45,2012,Premier-League,1,Liverpool FC,41,24.0,21,6730000,276100000,False,False,False
46,2012,Premier-League,1,Newcastle United,39,25.1,26,5130000,200250000,False,False,False
47,2012,Premier-League,1,Everton FC,29,26.2,20,4820000,139750000,False,False,False
48,2012,Premier-League,1,Sunderland AFC,37,25.8,19,3620000,133900000,False,False,False
49,2012,Premier-League,1,Queens Park Rangers,38,29.2,22,3160000,120050000,False,False,False
50,2012,Premier-League,1,Aston Villa,33,25.2,21,3350000,110500000,False,False,False
51,2012,Premier-League,1,Fulham FC,37,28.0,32,2970000,109850000,False,False,False
52,2012,Premier-League,1,Stoke City,30,28.9,18,3470000,104050000,False,False,False
53,2012,Premier-League,1,West Ham United,39,25.9,20,2640000,103000000,False,True,False
54,2012,Premier-League,1,Swansea City,33,26.7,22,3100000,102250000,False,False,False
55,2012,Premier-League,1,West Bromwich Albion,32,26.6,23,2920000,93500000,False,False,False
56,2012,Premier-League,1,Wigan Athletic,37,26.2,29,2470000,91550000,False,False,False
57,2012,Premier-League,1,Southampton FC,40,25.3,16,2080000,83050000,False,True,False
58,2012,Premier-League,1,Norwich City,36,26.4,16,2029999,73250000,False,False,False
59,2012,Premier-League,1,Reading FC,35,26.9,25,1320000,46250000,False,True,True
60,2013,Premier-League,1,Chelsea FC,49,25.2,40,11920000,584200000,False,False,True
61,2013,Premier-League,1,Manchester City,27,27.3,21,16880000,455800000,False,False,False
62,2013,Premier-League,1,Manchester United,37,26.1,24,10880000,402550000,False,False,True
63,2013,Premier-League,1,Arsenal FC,41,25.0,35,9410000,385750000,False,False,False
64,2013,Premier-League,1,Liverpool FC,36,24.6,25,8770000,315750000,False,False,False
65,2013,Premier-League,1,Tottenham Hotspur,41,24.4,22,7050000,288950000,False,False,False
66,2013,Premier-League,1,Everton FC,34,26.5,23,6180000,210000000,False,False,False
67,2013,Premier-League,1,Newcastle United,37,25.3,27,4660000,172300000,False,False,False
68,2013,Premier-League,1,Southampton FC,35,24.7,17,3760000,131500000,False,False,False
69,2013,Premier-League,1,Swansea City,36,26.1,28,3580000,128930000,False,False,False
70,2013,Premier-League,1,Sunderland AFC,39,26.0,28,3130000,122000000,False,False,False
71,2013,Premier-League,1,Fulham FC,48,26.4,36,2350000,112650000,False,False,False
72,2013,Premier-League,1,West Ham United,45,26.3,26,2430000,109500000,False,False,False
73,2013,Premier-League,1,Aston Villa,36,25.2,22,3040000,109500000,False,False,False
74,2013,Premier-League,1,Stoke City,33,27.1,23,3170000,104700000,False,False,False
75,2013,Premier-League,1,West Bromwich Albion,33,27.7,24,2750000,90800000,False,False,False
76,2013,Premier-League,1,Norwich City,32,27.0,18,2790000,89300000,False,False,False
77,2013,Premier-League,1,Cardiff City,42,25.9,26,2089999,87900000,False,True,True
78,2013,Premier-League,1,Crystal Palace,45,27.2,25,1530000,68700000,False,True,False
79,2013,Premier-League,1,Hull City,34,27.7,24,2000000,68150000,False,True,False
80,2014,Premier-League,1,Chelsea FC,38,25.4,28,14660000,557250000,False,False,False
81,2014,Premier-League,1,Manchester United,43,25.4,26,11750000,505400000,False,False,False
82,2014,Premier-League,1,Manchester City,34,27.1,27,13180000,448250000,False,False,True
83,2014,Premier-League,1,Arsenal FC,42,24.5,30,9880000,414750000,False,False,True
84,2014,Premier-League,1,Liverpool FC,35,24.8,21,9280000,324850000,False,False,False
85,2014,Premier-League,1,Tottenham Hotspur,42,25.2,25,7240000,304150000,False,False,False
86,2014,Premier-League,1,Southampton FC,37,25.1,20,5680000,210250000,False,False,False
87,2014,Premier-League,1,Everton FC,40,25.7,22,4570000,182850000,False,False,False
88,2014,Premier-League,1,Newcastle United,42,24.4,28,3330000,140000000,False,False,False
89,2014,Premier-League,1,West Ham United,36,26.2,21,3780000,135900000,False,False,False
90,2014,Premier-League,1,Swansea City,36,25.8,26,3630000,130750000,False,False,False
91,2014,Premier-League,1,Hull City,35,27.5,25,3350000,117100000,False,False,False
92,2014,Premier-League,1,Aston Villa,38,25.9,20,3010000,114250000,False,False,False
93,2014,Premier-League,1,Queens Park Rangers,41,26.6,25,2740000,112250000,False,True,False
94,2014,Premier-League,1,Stoke City,30,28.0,23,3680000,110500000,False,False,False
95,2014,Premier-League,1,Crystal Palace,42,27.6,26,2320000,97250000,False,False,False
96,2014,Premier-League,1,West Bromwich Albion,34,27.0,23,2820000,95950000,False,False,False
97,2014,Premier-League,1,Sunderland AFC,34,26.3,20,2680000,91000000,False,False,False
98,2014,Premier-League,1,Leicester City,37,27.4,19,1800000,66700000,False,True,True
99,2014,Premier-League,1,Burnley FC,30,27.0,13,1750000,52550000,False,True,False
100,2015,Premier-League,1,Chelsea FC,40,25.2,31,13840000,553500000,False,False,True
101,2015,Premier-League,1,Manchester City,38,25.9,27,13140000,499350000,False,False,False
102,2015,Premier-League,1,Arsenal FC,41,25.2,30,11170000,457850000,False,False,True
103,2015,Premier-League,1,Manchester United,44,24.1,27,10000000,439850000,False,False,False
104,2015,Premier-League,1,Liverpool FC,44,23.9,27,8530000,375250000,False,False,False
105,2015,Premier-League,1,Tottenham Hotspur,31,24.2,16,12000000,371850000,False,False,False
106,2015,Premier-League,1,Everton FC,39,26.1,22,6410000,249850000,False,False,False
107,2015,Premier-League,1,Southampton FC,35,25.6,20,6440000,225500000,False,False,False
108,2015,Premier-League,1,West Ham United,50,24.7,28,4030000,201330000,False,False,False
109,2015,Premier-League,1,Newcastle United,42,25.2,28,4710000,198000000,False,False,False
110,2015,Premier-League,1,Leicester City,35,27.3,21,4600000,161100000,False,False,False
111,2015,Premier-League,1,Stoke City,31,27.9,24,4740000,147000000,False,False,False
112,2015,Premier-League,1,Swansea City,36,26.4,27,4050000,145800000,False,False,False
113,2015,Premier-League,1,Watford FC,39,27.8,35,3510000,137000000,False,True,False
114,2015,Premier-League,1,Crystal Palace,38,27.2,20,3570000,135700000,False,False,False
115,2015,Premier-League,1,Aston Villa,44,25.1,24,2680000,117950000,False,False,False
116,2015,Premier-League,1,Norwich City,41,27.0,23,2850000,116900000,False,True,False
117,2015,Premier-League,1,West Bromwich Albion,35,26.9,22,3230000,113100000,False,False,False
118,2015,Premier-League,1,Sunderland AFC,42,27.0,27,2650000,111250000,False,False,False
119,2015,Premier-League,1,AFC Bournemouth,49,25.6,22,2040000,99900000,False,True,True
120,2016,Premier-League,1,Chelsea FC,49,25.4,41,14010000,686700000,False,False,False
121,2016,Premier-League,1,Manchester City,35,26.9,29,16469999,576500000,False,False,False
122,2016,Premier-League,1,Tottenham Hotspur,38,24.1,20,14310000,543650000,False,False,False
123,2016,Premier-League,1,Arsenal FC,42,25.3,26,12900000,542000000,False,False,False
124,2016,Premier-League,1,Manchester United,42,25.0,26,12650000,531450000,False,False,True
125,2016,Premier-League,1,Liverpool FC,38,24.9,24,11200000,425650000,False,False,False
126,2016,Premier-League,1,Everton FC,39,26.4,26,7980000,311250000,False,False,False
127,2016,Premier-League,1,West Ham United,44,25.1,29,6210000,273050000,False,False,False
128,2016,Premier-League,1,Southampton FC,36,25.9,19,7330000,263750000,False,False,False
129,2016,Premier-League,1,Crystal Palace,45,26.6,26,5080000,228430000,False,False,False
130,2016,Premier-League,1,Leicester City,31,27.1,22,7050000,218650000,False,False,True
131,2016,Premier-League,1,Stoke City,34,27.7,27,5470000,186000000,False,False,False
132,2016,Premier-League,1,Watford FC,46,27.3,37,3820000,175650000,False,False,False
133,2016,Premier-League,1,Swansea City,37,27.4,28,4250000,157100000,False,False,False
134,2016,Premier-League,1,Hull City,42,26.5,24,3230000,135850000,False,True,False
135,2016,Premier-League,1,Sunderland AFC,42,25.8,27,3140000,132000000,False,False,False
136,2016,Premier-League,1,AFC Bournemouth,41,24.8,16,3210000,131600000,False,False,False
137,2016,Premier-League,1,Middlesbrough FC,35,27.9,21,3680000,128800000,False,True,False
138,2016,Premier-League,1,West Bromwich Albion,30,27.7,18,4110000,123200000,False,False,False
139,2016,Premier-League,1,Burnley FC,36,27.2,15,2980000,107180000,False,True,True
140,2017,Premier-League,1,Manchester City,32,25.5,22,31530000,1010000000,False,False,False
141,2017,Premier-League,1,Chelsea FC,46,25.3,33,19220000,884250000,False,False,True
142,2017,Premier-League,1,Liverpool FC,35,25.4,21,24500000,857500000,False,False,False
143,2017,Premier-League,1,Manchester United,35,26.6,23,24270000,849500000,False,False,True
144,2017,Premier-League,1,Tottenham Hotspur,34,25.2,22,24400000,829600000,False,False,False
145,2017,Premier-League,1,Arsenal FC,45,25.4,27,15420000,694000000,False,False,True
146,2017,Premier-League,1,Everton FC,48,25.4,31,7940000,381250000,False,False,False
147,2017,Premier-League,1,Leicester City,34,27.0,22,8950000,304250000,False,False,False
148,2017,Premier-League,1,Southampton FC,29,26.4,16,10240000,297000000,False,False,False
149,2017,Premier-League,1,West Ham United,41,25.7,25,6360000,260600000,False,False,False
150,2017,Premier-League,1,Crystal Palace,41,26.3,23,5380000,220730000,False,False,False
151,2017,Premier-League,1,Newcastle United,37,25.9,27,5630000,208280000,False,True,True
152,2017,Premier-League,1,Watford FC,37,27.4,28,5300000,196000000,False,False,False
153,2017,Premier-League,1,Stoke City,35,26.8,27,5500000,192450000,False,False,False
154,2017,Premier-League,1,Burnley FC,30,28.3,16,5640000,169300000,False,False,False
155,2017,Premier-League,1,West Bromwich Albion,33,27.0,17,5030000,165950000,False,False,False
156,2017,Premier-League,1,Swansea City,36,26.8,25,4600000,165490000,False,False,False
157,2017,Premier-League,1,Brighton & Hove Albion,39,27.3,27,3800000,148200000,False,True,False
158,2017,Premier-League,1,AFC Bournemouth,35,26.4,14,4130000,144500000,False,False,False
159,2017,Premier-League,1,Huddersfield Town,35,26.1,19,3030000,106050000,False,True,False
160,2018,Premier-League,1,Manchester City,47,24.6,36,25610000,1200000000,False,False,True
161,2018,Premier-League,1,Liverpool FC,39,25.2,25,30060000,1170000000,False,False,False
162,2018,Premier-League,1,Chelsea FC,54,26.2,40,21600000,1170000000,False,False,True
163,2018,Premier-League,1,Tottenham Hotspur,34,26.0,20,26430000,898600000,False,False,False
164,2018,Premier-League,1,Manchester United,36,25.9,23,22160000,797600000,False,False,False
165,2018,Premier-League,1,Arsenal FC,42,25.4,28,15690000,659050000,False,False,False
166,2018,Premier-League,1,Everton FC,40,26.6,29,13230000,529100000,False,False,False
167,2018,Premier-League,1,Leicester City,37,26.9,27,11730000,434100000,False,False,False
168,2018,Premier-League,1,West Ham United,37,27.1,24,9700000,359000000,False,False,False
169,2018,Premier-League,1,AFC Bournemouth,37,26.2,17,8380000,310000000,False,False,False
170,2018,Premier-League,1,Southampton FC,40,25.5,19,7640000,305400000,False,False,False
171,2018,Premier-League,1,Wolverhampton Wanderers,40,24.5,26,7570000,302900000,False,True,True
172,2018,Premier-League,1,Crystal Palace,36,26.9,21,8029999,289000000,False,False,False
173,2018,Premier-League,1,Fulham FC,33,26.2,26,7700000,254250000,False,True,False
174,2018,Premier-League,1,Newcastle United,37,26.6,25,6610000,244650000,False,False,False
175,2018,Premier-League,1,Watford FC,39,26.7,32,6130000,239100000,False,False,False
176,2018,Premier-League,1,Burnley FC,33,28.6,14,5980000,197250000,False,False,False
177,2018,Premier-League,1,Brighton & Hove Albion,41,26.3,29,4740000,194350000,False,False,False
178,2018,Premier-League,1,Huddersfield Town,33,25.8,21,4170000,137450000,False,False,False
179,2018,Premier-League,1,Cardiff City,35,27.8,21,3230000,113000000,False,True,False
180,2019,Premier-League,1,Manchester City,35,25.4,25,29960000,1050000000,False,False,True
181,2019,Premier-League,1,Liverpool FC,56,23.8,32,17900000,1000000000,False,False,True
182,2019,Premier-League,1,Tottenham Hotspur,36,25.3,22,22410000,806800000,False,False,False
183,2019,Premier-League,1,Chelsea FC,36,24.7,23,19610000,705850000,False,False,True
184,2019,Premier-League,1,Manchester United,43,24.4,26,15590000,670450000,False,False,False
185,2019,Premier-League,1,Arsenal FC,38,24.8,24,15990000,607650000,False,False,False
186,2019,Premier-League,1,Everton FC,35,26.5,22,12020000,420550000,False,False,False
187,2019,Premier-League,1,Leicester City,32,26.4,19,12850000,411100000,False,False,False
188,2019,Premier-League,1,Wolverhampton Wanderers,44,23.6,30,7280000,320330000,False,False,False
189,2019,Premier-League,1,West Ham United,38,27.0,25,7990000,303600000,False,False,False
190,2019,Premier-League,1,AFC Bournemouth,39,25.4,17,6980000,272180000,False,False,False
191,2019,Premier-League,1,Newcastle United,41,26.6,25,6160000,252480000,False,False,False
192,2019,Premier-League,1,Aston Villa,38,26.2,22,6100000,231700000,False,True,False
193,2019,Premier-League,1,Southampton FC,36,25.0,20,5850000,210750000,False,False,False
194,2019,Premier-League,1,Brighton & Hove Albion,45,25.3,29,4460000,200780000,False,False,False
195,2019,Premier-League,1,Watford FC,43,26.2,27,4640000,199600000,False,False,False
196,2019,Premier-League,1,Crystal Palace,33,27.4,18,5740000,189330000,False,False,False
197,2019,Premier-League,1,Burnley FC,35,26.8,12,4680000,163880000,False,False,False
198,2019,Premier-League,1,Norwich City,38,26.0,25,3820000,145330000,False,False,True
199,2019,Premier-League,1,Sheffield United,34,27.9,16,4080000,138600000,False,True,False
200,2020,Premier-League,1,Manchester City,36,25.3,23,29010000,1040000000,False,False,False
201,2020,Premier-League,1,Liverpool FC,43,24.9,28,22550000,969650000,False,False,True
202,2020,Premier-League,1,Chelsea FC,39,25.7,23,22800000,889200000,False,False,False
203,2020,Premier-League,1,Manchester United,39,25.4,25,19740000,770050000,False,False,False
204,2020,Premier-League,1,Tottenham Hotspur,41,25.2,23,17160000,703500000,False,False,False
205,2020,Premier-League,1,Arsenal FC,42,24.9,27,14740000,619250000,False,False,True
206,2020,Premier-League,1,Everton FC,44,25.2,27,11620000,511200000,False,False,False
207,2020,Premier-League,1,Leicester City,40,25.8,26,12770000,510600000,False,False,False
208,2020,Premier-League,1,Wolverhampton Wanderers,38,24.4,32,11850000,450300000,False,False,False
209,2020,Premier-League,1,Aston Villa,53,23.9,24,8130000,430700000,False,False,False
210,2020,Premier-League,1,West Ham United,39,27.0,23,8590000,334900000,False,False,False
211,2020,Premier-League,1,Brighton & Hove Albion,46,24.9,30,6310000,290400000,False,False,False
212,2020,Premier-League,1,Southampton FC,39,25.0,22,7250000,282800000,False,False,False
213,2020,Premier-League,1,Newcastle United,33,27.4,19,7740000,255350000,False,False,False
214,2020,Premier-League,1,Fulham FC,38,27.0,30,6310000,239750000,False,True,False
215,2020,Premier-League,1,Leeds United,39,25.1,24,6110000,238100000,False,True,True
216,2020,Premier-League,1,Crystal Palace,36,28.2,18,5380000,193850000,False,False,False
217,2020,Premier-League,1,Sheffield United,40,25.4,16,3750000,149850000,False,False,False
218,2020,Premier-League,1,West Bromwich Albion,43,26.6,18,3280000,141150000,False,True,False
219,2020,Premier-League,1,Burnley FC,32,27.1,11,4130000,132300000,False,False,False
220,2021,Premier-League,1,Manchester City,39,24.7,23,25740000,1000000000,False,False,True
221,2021,Premier-League,1,Liverpool FC,49,24.5,29,18750000,918900000,False,False,False
222,2021,Premier-League,1,Chelsea FC,44,25.6,25,20780000,914500000,False,False,True
223,2021,Premier-League,1,Manchester United,43,26.0,28,17890000,769150000,False,False,False
224,2021,Premier-League,1,Tottenham Hotspur,45,24.0,26,15320000,689350000,False,False,False
225,2021,Premier-League,1,Arsenal FC,41,24.0,24,14950000,613050000,False,False,False
226,2021,Premier-League,1,Leicester City,40,25.7,25,13160000,526549999,False,False,True
227,2021,Premier-League,1,Aston Villa,44,24.8,21,11090000,487750000,False,False,False
228,2021,Premier-League,1,Everton FC,42,26.0,24,11410000,479050000,False,False,False
229,2021,Premier-League,1,Wolverhampton Wanderers,38,24.8,30,9920000,376950000,False,False,False
230,2021,Premier-League,1,West Ham United,37,26.3,20,9590000,354900000,False,False,False
231,2021,Premier-League,1,Brighton & Hove Albion,43,24.6,31,7400000,318000000,False,False,False
232,2021,Premier-League,1,Newcastle United,34,27.9,19,9230000,313900000,False,False,False
233,2021,Premier-League,1,Leeds United,35,24.0,20,8560000,299450000,False,False,False
234,2021,Premier-League,1,Southampton FC,33,25.6,19,8310000,274300000,False,False,False
235,2021,Premier-League,1,Brentford FC,38,24.7,27,7190000,273300000,False,True,False
236,2021,Premier-League,1,Crystal Palace,33,26.5,16,8210000,271050000,False,False,False
237,2021,Premier-League,1,Norwich City,45,24.7,29,3630000,163200000,False,False,True
238,2021,Premier-League,1,Watford FC,47,26.4,35,3320000,156200000,False,True,False
239,2021,Premier-League,1,Burnley FC,35,27.9,16,3940000,137850000,False,False,False
240,2022,Premier-League,1,Manchester City,34,26.0,21,33700000,1150000000,False,False,True
241,2022,Premier-League,1,Arsenal FC,42,24.0,25,23830000,1000000000,False,False,False
242,2022,Premier-League,1,Chelsea FC,43,25.2,27,23140000,994950000,False,False,False
243,2022,Premier-League,1,Manchester United,48,25.4,29,17670000,848000000,False,False,False
244,2022,Premier-League,1,Liverpool FC,39,25.6,24,20820000,811850000,False,False,True
245,2022,Premier-League,1,Tottenham Hotspur,34,25.9,21,19090000,649100000,False,False,False
246,2022,Premier-League,1,Newcastle United,38,28.3,22,14250000,541600000,False,False,False
247,2022,Premier-League,1,Brighton & Hove Albion,42,24.1,28,12610000,529799999,False,False,False
248,2022,Premier-League,1,Aston Villa,43,25.4,23,11850000,509550000,False,False,False
249,2022,Premier-League,1,Wolverhampton Wanderers,43,25.8,34,11570000,497650000,False,False,False
250,2022,Premier-League,1,Leicester City,38,26.4,23,12920000,490800000,False,False,False
251,2022,Premier-League,1,West Ham United,44,25.4,24,10590000,465750000,False,False,False
252,2022,Premier-League,1,Southampton FC,46,24.8,25,9130000,419950000,False,False,False
253,2022,Premier-League,1,Everton FC,40,26.9,21,10330000,413150000,False,False,False
254,2022,Premier-League,1,Nottingham Forest,50,26.6,29,7530000,376250000,False,True,False
255,2022,Premier-League,1,Brentford FC,36,25.3,26,10310000,371200000,False,False,False
256,2022,Premier-League,1,Leeds United,47,24.0,31,7340000,345150000,False,False,False
257,2022,Premier-League,1,Crystal Palace,39,25.4,19,8279999,323050000,False,False,False
258,2022,Premier-League,1,Fulham FC,47,25.9,34,6280000,295250000,False,True,True
259,2022,Premier-League,1,AFC Bournemouth,47,25.0,23,6110000,287200000,False,True,False
260,2023,Premier-League,1,Manchester City,36,25.7,21,40630000,1460000000,False,False,True
261,2023,Premier-League,1,Arsenal FC,40,24.6,23,30080000,1200000000,False,False,False
262,2023,Premier-League,1,Chelsea FC,56,22.2,26,18120000,1010000000,False,False,False
263,2023,Premier-League,1,Liverpool FC,45,24.2,30,21240000,955850000,False,False,False
264,2023,Premier-League,1,Tottenham Hotspur,41,25.6,27,20450000,838500000,False,False,False
265,2023,Premier-League,1,Manchester United,46,24.9,27,17580000,808750000,False,False,False
266,2023,Premier-League,1,Aston Villa,45,25.0,23,15780000,709900000,False,False,False
267,2023,Premier-League,1,Newcastle United,45,26.3,21,14500000,652650000,False,False,False
268,2023,Premier-League,1,Brighton & Hove Albion,49,24.2,32,10700000,524400000,False,False,False
269,2023,Premier-League,1,Nottingham Forest,46,26.6,35,10900000,501350000,False,False,False
270,2023,Premier-League,1,West Ham United,36,26.6,19,13540000,487500000,False,False,True
271,2023,Premier-League,1,Crystal Palace,40,25.1,17,11170000,446780000,False,False,False
272,2023,Premier-League,1,Wolverhampton Wanderers,47,23.9,32,9430000,443230000,False,False,False
273,2023,Premier-League,1,Brentford FC,42,25.0,29,10210000,429030000,False,False,False
274,2023,Premier-League,1,AFC Bournemouth,42,25.7,26,9570000,401900000,False,False,False
275,2023,Premier-League,1,Everton FC,34,26.8,16,11520000,391750000,False,False,False
276,2023,Premier-League,1,Fulham FC,35,26.9,31,10980000,384350000,False,False,False
277,2023,Premier-League,1,Burnley FC,39,25.3,30,7010000,273480000,False,True,True
278,2023,Premier-League,1,Sheffield United,45,24.7,26,3390000,152450000,False,True,False
279,2023,Premier-League,1,Luton Town,46,25.7,22,3060000,140900000,False,True,False
280,2024,Premier-League,1,Manchester City,24,27.8,16,52630000,1260000000,False,False,True
281,2024,Premier-League,1,Arsenal FC,24,26.5,18,48650000,1170000000,False,False,False
282,2024,Premier-League,1,Chelsea FC,30,24.0,20,32110000,963200000,False,False,False
283,2024,Premier-League,1,Liverpool FC,24,26.5,18,38790000,931000000,False,False,False
284,2024,Premier-League,1,Manchester United,28,26.4,19,30510000,854150000,False,False,True
285,2024,Premier-League,1,Tottenham Hotspur,27,25.4,18,29200000,788300000,False,False,False
286,2024,Premier-League,1,Newcastle United,31,28.0,14,21210000,657650000,False,False,False
287,2024,Premier-League,1,Aston Villa,25,26.9,17,24620000,615450000,False,False,False
288,2024,Premier-League,1,Brighton & Hove Albion,29,25.5,21,19810000,574600000,False,False,False
289,2024,Premier-League,1,West Ham United,24,28.8,17,20060000,481500000,False,False,False
290,2024,Premier-League,1,Crystal Palace,24,27.3,12,18250000,438000000,False,False,False
291,2024,Premier-League,1,Nottingham Forest,26,26.4,20,16450000,427700000,False,False,False
292,2024,Premier-League,1,Brentford FC,29,24.8,21,13900000,403030000,False,False,False
293,2024,Premier-League,1,Wolverhampton Wanderers,29,26.3,24,13090000,379700000,False,False,False
294,2024,Premier-League,1,AFC Bournemouth,24,25.6,17,14790000,354850000,False,False,False
295,2024,Premier-League,1,Everton FC,24,27.8,14,14710000,353100000,False,False,False
296,2024,Premier-League,1,Fulham FC,23,28.1,19,15040000,346000000,False,False,False
297,2024,Premier-League,1,Southampton FC,32,26.1,16,8850000,283200000,False,True,False
298,2024,Premier-League,1,Leicester City,28,26.6,19,9840000,275600000,False,True,True
299,2024,Premier-League,1,Ipswich Town,27,26.6,14,7240000,195400000,False,True,False
300,2010,Championship,2,Leicester City,51,25.3,32,1190000,60480000,False,False,False
301,2010,Championship,2,Middlesbrough FC,41,25.0,19,1210000,49800000,False,False,False
302,2010,Championship,2,Queens Park Rangers,44,26.6,24,1060000,46800000,False,False,False
303,2010,Championship,2,Cardiff City,37,26.5,24,1260000,46600000,False,False,False
304,2010,Championship,2,Hull City,43,26.3,23,1040000,44800000,False,False,False
305,2010,Championship,2,Nottingham Forest,35,25.0,19,1210000,42200000,False,False,False
306,2010,Championship,2,Burnley FC,38,25.3,19,1100000,41800000,False,False,False
307,2010,Championship,2,Ipswich Town,46,25.1,27,887000,40800000,False,False,False
308,2010,Championship,2,Portsmouth FC,31,27.1,14,1190000,36750000,True,False,False
309,2010,Championship,2,Sheffield United,53,25.5,28,646000,34230000,False,False,False
310,2010,Championship,2,Leeds United,44,26.2,25,761000,33479999,False,True,False
311,2010,Championship,2,Preston North End,50,25.0,27,619000,30950000,False,False,False
312,2010,Championship,2,Reading FC,45,24.2,30,674000,30330000,False,False,False
313,2010,Championship,2,Swansea City,43,25.6,31,635000,27300000,False,False,False
314,2010,Championship,2,Derby County,44,25.8,20,603000,26550000,False,False,False
315,2010,Championship,2,Barnsley FC,41,24.8,13,617000,25300000,False,False,False
316,2010,Championship,2,Bristol City,41,25.2,24,600000,24600000,False,False,False
317,2010,Championship,2,Crystal Palace,41,25.2,18,564000,23130000,False,False,False
318,2010,Championship,2,Norwich City,38,25.0,16,561000,21300000,False,False,True
319,2010,Championship,2,Millwall FC,40,26.3,15,456000,18250000,False,False,False
320,2010,Championship,2,Coventry City,41,24.4,23,429000,17580000,False,False,False
321,2010,Championship,2,Scunthorpe United,45,24.5,16,387000,17400000,False,False,False
322,2010,Championship,2,Doncaster Rovers,42,25.8,13,412000,17300000,False,False,False
323,2010,Championship,2,Watford FC,40,22.4,17,410000,16399999,False,False,False
324,2011,Championship,2,West Ham United,49,25.3,25,1710000,83550000,True,False,False
325,2011,Championship,2,Birmingham City,41,25.2,28,1250000,51330000,True,False,False
326,2011,Championship,2,Southampton FC,39,25.5,14,1250000,48780000,False,True,False
327,2011,Championship,2,Leicester City,39,26.5,19,1080000,42100000,False,False,False
