,year,league,team,squad_depth,avg_age,foreigners,avg_market_value,market_value,titles
202,2010,LaLiga,Atlético de Madrid,31,25.4,10,€6.03m,€187.00m,['Europa League Winner 09/10']
203,2010,LaLiga,Valencia CF,32,26.9,13,€5.52m,€176.60m,[]
204,2010,LaLiga,Sevilla FC,36,26.1,20,€4.88m,€175.60m,['Spanish Cup winner  09/10']
205,2010,LaLiga,Villarreal CF,34,25.8,13,€5.02m,€170.60m,[]
206,2010,LaLiga,Athletic Bilbao,30,25.6,1,€3.73m,€112.00m,[]
207,2010,LaLiga,RCD Espanyol Barcelona,35,24.6,12,€2.24m,€78.40m,[]
208,2010,LaLiga,UD Almería,30,26.2,16,€2.45m,€73.60m,[]
209,2010,LaLiga,Málaga CF,37,26.9,18,€1.92m,€71.05m,[]
210,2010,LaLiga,Real Sociedad,26,26.3,6,€2.57m,€66.70m,['Spanish 2nd tier champion 09/10']
211,2010,LaLiga,Getafe CF,29,25.8,7,€2.29m,€66.40m,[]
212,2010,LaLiga,Deportivo de La Coruña,33,27.0,10,€1.93m,€63.70m,[]
213,2010,LaLiga,Racing Santander,30,26.4,12,€1.98m,€59.30m,[]
214,2010,LaLiga,CA Osasuna,29,28.5,6,€2.00m,€57.90m,[]
215,2010,LaLiga,Real Zaragoza,30,26.6,16,€1.90m,€57.00m,[]
216,2010,LaLiga,RCD Mallorca,28,26.0,12,€1.92m,€53.70m,[]
217,2010,LaLiga,Sporting Gijón,33,26.3,5,€1.62m,€53.40m,[]
218,2010,LaLiga,Hércules CF,32,27.3,12,€1.62m,€51.70m,[]
219,2010,LaLiga,Levante UD,33,27.2,7,€1.13m,€37.40m,[]
220,2011,LaLiga,FC Barcelona,35,25.3,11,€17.66m,€618.20m,"['Spanish Champion 10/11', 'Champions League Winner 10/11']"
221,2011,LaLiga,Real Madrid,33,25.2,16,€16.34m,€539.20m,['Spanish Cup winner  10/11']
222,2011,LaLiga,Atlético de Madrid,37,24.9,17,€5.68m,€210.00m,[]
223,2011,LaLiga,Valencia CF,28,26.0,13,€6.46m,€181.00m,[]
224,2011,LaLiga,Athletic Bilbao,30,25.7,1,€4.81m,€144.20m,[]
225,2011,LaLiga,Villarreal CF,35,26.0,12,€3.91m,€137.00m,[]
226,2011,LaLiga,Sevilla FC,34,25.6,14,€3.91m,€133.00m,[]
227,2011,LaLiga,Málaga CF,32,27.4,18,€3.79m,€121.30m,[]
228,2011,LaLiga,RCD Espanyol Barcelona,37,24.5,19,€2.19m,€81.20m,[]
229,2011,LaLiga,Real Sociedad,26,25.8,8,€2.87m,€74.70m,[]
230,2011,LaLiga,Getafe CF,34,26.9,7,€2.09m,€70.95m,[]
231,2011,LaLiga,RCD Mallorca,32,25.2,13,€1.94m,€62.20m,[]
232,2011,LaLiga,Real Zaragoza,33,26.6,16,€1.85m,€61.00m,[]
233,2011,LaLiga,Granada CF,32,26.8,14,€1.89m,€60.60m,[]
234,2011,LaLiga,Sporting Gijón,33,26.4,8,€1.62m,€53.40m,[]
235,2011,LaLiga,Real Betis Balompié,36,26.2,6,€1.46m,€52.70m,['Spanish 2nd tier champion 10/11']
236,2011,LaLiga,Rayo Vallecano,37,26.3,6,€1.28m,€47.30m,[]
237,2011,LaLiga,CA Osasuna,32,27.5,8,€1.39m,€44.40m,[]
238,2011,LaLiga,Racing Santander,38,24.6,9,€1.12m,€42.60m,[]
239,2011,LaLiga,Levante UD,34,27.9,9,€1.18m,€40.25m,[]
240,2012,LaLiga,FC Barcelona,30,26.3,9,€19.55m,€586.60m,['Spanish Cup winner  11/12']
241,2012,LaLiga,Real Madrid,34,25.9,19,€17.13m,€582.40m,['Spanish Champion 11/12']
242,2012,LaLiga,Atlético de Madrid,33,24.9,15,€8.09m,€267.00m,['Europa League Winner 11/12']
243,2012,LaLiga,Valencia CF,30,25.6,14,€5.76m,€172.90m,[]
244,2012,LaLiga,Sevilla FC,34,25.3,14,€4.26m,€144.80m,[]
245,2012,LaLiga,Málaga CF,33,27.2,21,€3.72m,€122.90m,[]
246,2012,LaLiga,Athletic Bilbao,35,24.2,1,€3.42m,€119.85m,[]
247,2012,LaLiga,Real Sociedad,26,25.5,8,€4.34m,€112.80m,[]
248,2012,LaLiga,Granada CF,31,27.2,14,€2.35m,€72.80m,[]
249,2012,LaLiga,Getafe CF,31,27.2,5,€2.20m,€68.30m,[]
250,2012,LaLiga,Real Betis Balompié,37,25.8,8,€1.79m,€66.20m,[]
251,2012,LaLiga,RCD Espanyol Barcelona,31,25.9,13,€2.07m,€64.10m,[]
252,2012,LaLiga,Rayo Vallecano,34,26.1,9,€1.46m,€49.75m,[]
253,2012,LaLiga,Celta de Vigo,30,26.8,10,€1.64m,€49.10m,[]
254,2012,LaLiga,RCD Mallorca,36,25.3,13,€1.31m,€47.10m,[]
255,2012,LaLiga,Real Zaragoza,37,26.5,12,€1.26m,€46.80m,[]
256,2012,LaLiga,CA Osasuna,31,28.2,6,€1.50m,€46.40m,[]
257,2012,LaLiga,Deportivo de La Coruña,31,28.8,15,€1.47m,€45.60m,['Spanish 2nd tier champion 11/12']
258,2012,LaLiga,Levante UD,32,28.4,14,€1.28m,€41.10m,[]
259,2012,LaLiga,Real Valladolid CF,25,27.0,8,€1.55m,€38.80m,[]
260,2013,LaLiga,Real Madrid,32,25.5,15,€19.90m,€636.80m,[]
261,2013,LaLiga,FC Barcelona,29,26.6,10,€20.42m,€592.20m,['Spanish Champion 12/13']
262,2013,LaLiga,Atlético de Madrid,35,25.5,19,€8.82m,€308.80m,['Spanish Cup winner  12/13']
263,2013,LaLiga,Valencia CF,42,25.1,21,€4.26m,€178.80m,[]
264,2013,LaLiga,Sevilla FC,37,25.0,19,€3.81m,€141.15m,[]
265,2013,LaLiga,Real Sociedad,31,25.9,8,€4.41m,€136.70m,[]
266,2013,LaLiga,Athletic Bilbao,27,26.2,0,€4.84m,€130.70m,[]
267,2013,LaLiga,Villarreal CF,29,24.8,9,€2.67m,€77.30m,[]
268,2013,LaLiga,Málaga CF,31,26.5,21,€2.02m,€62.50m,[]
269,2013,LaLiga,Real Betis Balompié,41,24.9,12,€1.43m,€58.60m,[]
270,2013,LaLiga,Granada CF,34,25.5,23,€1.69m,€57.48m,[]
271,2013,LaLiga,Getafe CF,32,27.4,6,€1.75m,€55.90m,[]
272,2013,LaLiga,RCD Espanyol Barcelona,26,26.2,10,€1.97m,€51.30m,[]
273,2013,LaLiga,Celta de Vigo,29,26.1,8,€1.72m,€49.90m,[]
